ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID	SALIENTID
1824	WesternLuobuohe-19_mountain-1	Hmongic	MOUNTAIN	mountain	山	WesternLuobuohe	Luobuohe, Western	luop1235	χ u ⁵⁵ + v i ⁵⁵	639	34	阴上.阳上.*阴平.*阴上.*阳上 阴上.阳上.*阴平.*阴上.*阳上	⁵⁵ ⁵⁵	Luopohe	v ei ᴮ/²	1	172	3 7 8 9 3 7 8	AXT_AXT	GY5_BI5	10	10.G.C 10.Y.V 10.5.T 10._._ 10.B.C 10.I.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	χu⁵⁵+vi⁵⁵	0	2552 2551	773	424	χ u ⁵⁵ + v i ⁵⁵	i n t + i n t	2552 2551	783	_mountain MOUNTAIN	418	210	2551
1825	SouthernGuizhouChuanqiandian-19_mountain-1	Hmongic	MOUNTAIN	mountain	山	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p e ¹¹	639	34	阳上	¹¹	CentralMashanHmong	p e ⁴	0	171	1 7 8	AXT	PE1	8	8.P.C 8.E.V 8.1.T	1.6 3.0 1.0	pe¹¹	0	2551	774	424	p e ¹¹	i n t	2551	783	MOUNTAIN	419	210	2551
1826	NorthernQiandong-19_mountain-1	Hmongic	MOUNTAIN	mountain	山	NorthernQiandong	Qiandong, North	nort2747	p i ¹¹	639	34	阳上	¹¹	NorthernQiandongMiao	p i ⁴	0	169	1 7 8	AXT	PI1	7	7.P.C 7.I.V 7.1.T	1.6 3.0 1.0	pi¹¹	0	2551	774	424	p i ¹¹	i n t	2551	783	MOUNTAIN	421	210	2551
1827	Mien-30_mud-1	Mienic	MUD	mud	泥巴	Mien	Mien	iumi1238	ȵ e ³³	640	301	阴平	³³	luMien	n i ¹	0	1555	4 7 8	AXT	NE4	6	6.N.C 6.E.V 6.4.T	1.6 3.0 1.0	ȵe³³	0	2556	775	425	ȵ e ³³	i n t	2556	787	MUD	496	211	2556
1828	KimMun-30_mud-1	Mienic	MUD	mud	泥巴	KimMun	Kim Mun	kimm1245	ˀp aː m ⁵³	640	301	0	⁵³	KimMun	n i ¹’/¹	0	1556	1 7 4 8	AXLT	PAM3	5	5.P.C 5.A.V 5.M.c 5.3.T	1.6 3.0 1.1 1.0	ˀpaːm⁵³	0	2557	776	426	ˀp aː m ⁵³	i n c t	2557	788	MUD	497	211	2557
1829	BiaoMin-30_mud-1	Mienic	MUD	mud	泥巴	BiaoMin	Biao Min	biao1254	n̥ i ³³	640	301	阴平.*阴平	³³	BiaoMon	n̥ i ¹	0	1557	4 7 8	AXT	NI4	1	1.N.C 1.I.V 1.4.T	1.6 3.0 1.0	n̥i³³	0	2556	775	425	n̥ i ³³	i n t	2556	787	MUD	498	211	2556
1830	ZaoMin-30_mud-1	Mienic	MUD	mud	泥巴	ZaoMin	Zao Min	dzao1238	n e ⁴⁴	640	301	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	n ɛi ¹	0	1558	4 7 8	AXT	NE5	13	13.N.C 13.E.V 13.5.T	1.6 3.0 1.0	ne⁴⁴	0	2556	775	425	n e ⁴⁴	i n t	2556	787	MUD	499	211	2556
1831	WhiteHmong-197_themouseorrat-1	Hmongic	MUROID (MOUSE OR RAT)	the mouse or rat		WhiteHmong	White Hmong	hmon1333	n a ¹¹	2139	308	阴平.阴上.阳上.阴入	¹¹	HmongDaw	n a ⁴	0	1605	4 7 8	AXT	NA1	12	12.N.C 12.A.V 12.1.T	1.6 3.0 1.0	na¹¹	0	2563	777	428	n a - ¹¹	i n t	2563	789	MUROID	39	212	2563
1832	WesternXiangxi-161_mouse-1	Hmongic	MUROID (MOUSE OR RAT)	mouse	老鼠	WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + n e n ²²	2139	308	阴平 0	³⁵ ²²	WesternXiangxiMiao	n ei ⁴	1	1604	1 7 8 9 4 7 4 8	AXT_AXLT	TA2_NEN1	11	11.T.C 11.A.V 11.2.T 11._._ 11.N.C 11.E.V 11.N.c 11.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tɑ³⁵+nen²²	0	2562 2563	778	428	t ɑ - ³⁵ + n e n ²²	i n t + i n c t	277 2563	789	_muroid MUROID	1401	212	2563
1833	NorthernQiandong-161_mouse-1	Hmongic	MUROID (MOUSE OR RAT)	mouse	老鼠	NorthernQiandong	Qiandong, North	nort2747	n a ŋ ¹¹	2139	308	阳上	¹¹	NorthernQiandongMiao	n a ŋ ⁴	0	1603	4 7 4 8	AXLT	NAN1	7	7.N.C 7.A.V 7.N.c 7.1.T	1.6 3.0 1.1 1.0	naŋ¹¹	0	2563	777	428	n a ŋ ¹¹	i n c t	2563	789	MUROID	1402	212	2563
1834	WesternBaheng-161_mouse-1	Hmongic	MUROID (MOUSE OR RAT)	mouse	老鼠	WesternBaheng	Baheng, West	pahn1237	t a ŋ ³⁵ + n e ŋ ¹¹	2139	308	阴平 阳上	³⁵ ¹¹	PaHng	n ĩ ⁴	1	1607	1 7 4 8 9 4 7 4 8	AXLT_AXLT	TAN2_NEN1	9	9.T.C 9.A.V 9.N.c 9.2.T 9._._ 9.N.C 9.E.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	taŋ³⁵+neŋ¹¹	0	2562 2563	778	428	t a ŋ ³⁵ + n e ŋ ¹¹	i n c t + i n c t	277 2563	789	_muroid MUROID	1403	212	2563
1835	EasternBaheng-161_mouse-1	Hmongic	MUROID (MOUSE OR RAT)	mouse	老鼠	EasternBaheng	Baheng, East	pahn1237	t a ŋ ³⁵ + n e ŋ ¹¹	2139	308	阴平.*阴去.*阴入.*阳入 阳上	³⁵ ¹¹	PaHng	n ĩ ⁴	1	1607	1 7 4 8 9 4 7 4 8	AXLT_AXLT	TAN2_NEN1	2	2.T.C 2.A.V 2.N.c 2.2.T 2._._ 2.N.C 2.E.V 2.N.c 2.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	taŋ³⁵+neŋ¹¹	0	2562 2563	778	428	t a ŋ ³⁵ + n e ŋ ¹¹	i n c t + i n c t	277 2563	789	_muroid MUROID	1404	212	2563
1836	Jiongnai-161_mouse-1	Hmongic	MUROID (MOUSE OR RAT)	mouse	老鼠	Jiongnai	Jiongnai	jion1236	n e n ³¹	2139	308	阳上.*阳平	³¹	JiongnaiBunu	n e n ⁴	0	1606	4 7 4 8	AXLT	NEN3	4	4.N.C 4.E.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0	nen³¹	0	2563	777	428	n e n ³¹	i n c t	2563	789	MUROID	1405	212	2563
1837	Mien-161_mouse-1	Mienic	MUROID (MOUSE OR RAT)	mouse	老鼠	Mien	Mien	iumi1238	n aːu ²³¹	2139	312	阳上	²³¹	luMien	n aːu ⁴	0	1626	4 7 8	AXT	NA6	6	6.N.C 6.A.V 6.6.T	1.6 3.0 1.0	naːu²³¹	0	2563	777	428	n aːu - ²³¹	i n t	2563	789	MUROID	1406	212	2563
1838	BiaoMin-161_mouse-1	Mienic	MUROID (MOUSE OR RAT)	mouse	老鼠	BiaoMin	Biao Min	biao1254	k l a ²⁴	2139	312	阴去.*阴去.*阳去	²⁴	BiaoMon	n ɔ ⁴	0	1627	1 5 7 8	ACXT	KLA2	1	1.K.C 1.L.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	kla²⁴	0	2561	779	427	k l a ²⁴	i m n t	2561	791	MUROID	1408	212	2561
1839	WhiteHmong-638_themushroom-1	Hmongic	MUSHROOM	the mushroom		WhiteHmong	White Hmong	hmon1333	ⁿtɕ e ⁵⁵	641	712	阴平	⁵⁵	HmongDaw	ⁿc e ¹	0	3423	2 7 8	AXT	CE5	12	12.C.C 12.E.V 12.5.T	1.6 3.0 1.0	ⁿtɕe⁵⁵	0	2573	780	429	ⁿtɕ - e ⁵⁵	i n t	2573	792	MUSHROOM	150	213	2573
1840	EasternLuobuohe-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿtɕ i ³¹	641	712	轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	Luopohe	ˀtɕ i ᴬ/¹	1	3425	1 7 8 9 2 7 8	AXT_AXT	KU6_CI3	3	3.K.C 3.U.V 3.6.T 3._._ 3.C.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+ⁿtɕi³¹	0	2574 2573	781	429	q o ⁰/⁵ + ⁿtɕ - i ³¹	i n t + i n t	2574 2573	792	_mushroom MUSHROOM	1919	213	2573
1841	WesternLuobuohe-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿtɕ i ³¹	641	712	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	ˀtɕ i ᴬ/¹	1	3425	1 7 8 9 2 7 8	AXT_AXT	HE6_CI3	10	10.H.C 10.E.V 10.6.T 10._._ 10.C.C 10.I.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ⁿtɕi³¹	0	2576 2573	782	429	ʔ ə ⁰/² + ⁿtɕ - i ³¹	i n t + i n t	2576 2573	792	_mushroom MUSHROOM	1920	213	2573
1842	SouthernGuizhouChuanqiandian-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿtɕ æ ³²	641	712	阴平	³²	CentralMashanHmong	ⁿtɕ æ ¹ᵃ/¹	0	3424	2 7 8	AXT	CE3	8	8.C.C 8.E.V 8.3.T	1.6 3.0 1.0	ⁿtɕæ³²	0	2573	780	429	ⁿtɕ - æ ³²	i n t	2573	792	MUSHROOM	1921	213	2573
1843	WesternXiangxi-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	WesternXiangxi	Xiangxi, West	west2430	ⁿk ɯ ³⁵	641	712	阴平	³⁵	WesternXiangxiMiao	ⁿk ɯ ¹	0	3422	1 7 8	AXT	KI2	11	11.K.C 11.I.V 11.2.T	1.6 3.0 1.0	ⁿkɯ³⁵	0	2573	780	429	ⁿk - ɯ ³⁵	i n t	2573	792	MUSHROOM	1922	213	2573
1844	NorthernQiandong-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	NorthernQiandong	Qiandong, North	nort2747	tɕ i ³³	641	712	阴平.*阴平	³³	NorthernQiandongMiao	tɕ i ¹	0	3421	2 7 8	AXT	CI4	7	7.C.C 7.I.V 7.4.T	1.6 3.0 1.0	tɕi³³	0	2573	780	429	tɕ - i ³³	i n t	2573	792	MUSHROOM	1923	213	2573
1845	WesternBaheng-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	WesternBaheng	Baheng, West	pahn1237	ŋ o ³⁵	641	712	阴平	³⁵	PaHng	ŋ o ¹	0	3427	4 7 8	AXT	NU2	9	9.N.C 9.U.V 9.2.T	1.6 3.0 1.0	ŋo³⁵	0	2573	780	429	ŋ - o ³⁵	i n t	2573	792	MUSHROOM	1924	213	2573
1846	EasternBaheng-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	EasternBaheng	Baheng, East	pahn1237	ⁿk o ³⁵	641	712	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	ŋ o ¹	0	3427	1 7 8	AXT	KU2	2	2.K.C 2.U.V 2.2.T	1.6 3.0 1.0	ⁿko³⁵	0	2573	780	429	ⁿk - o ³⁵	i n t	2573	792	MUSHROOM	1925	213	2573
1847	Jiongnai-257_mushroom-1	Hmongic	MUSHROOM	mushroom	蘑菇	Jiongnai	Jiongnai	jion1236	ⁿtʃ a ⁴⁴	641	712	阴平.*阴平	⁴⁴	JiongnaiBunu	ⁿtʃ a ¹	0	3426	1 7 8	AXT	TA5	4	4.T.C 4.A.V 4.5.T	1.6 3.0 1.0	ⁿtʃa⁴⁴	0	2573	780	429	ⁿtʃ - a ⁴⁴	i n t	2573	792	MUSHROOM	1926	213	2573
1848	Mien-257_mushroom-1	Mienic	MUSHROOM	mushroom	蘑菇	Mien	Mien	iumi1238	tɕ əu ³³	641	712	阴平	³³	luMien	tɕ eu ¹	0	3428	2 7 8	AXT	CE4	6	6.C.C 6.E.V 6.4.T	1.6 3.0 1.0	tɕəu³³	0	2573	780	429	tɕ - əu ³³	i n t	2573	792	MUSHROOM	1927	213	2573
1849	KimMun-257_mushroom-1	Mienic	MUSHROOM	mushroom	蘑菇	KimMun	Kim Mun	kimm1245	ʃ eu ³⁵ + k j oː ŋ ³⁵	641	712	阴平.阳平.阴入.阳入 阴平.阳平.阴入.阳入	³⁵ ³⁵	KimMun	s ɔu ¹	0	3429	3 7 8 9 1 6 7 4 8	AXT_ACXLT	SE2_KJUN2	5	5.S.C 5.E.V 5.2.T 5._._ 5.K.C 5.J.C 5.U.V 5.N.c 5.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ʃeu³⁵+kjoːŋ³⁵	0	2573 2575	783	429	ʃ - eu ³⁵ + k j oː ŋ ³⁵	i n t + i m n c t	2573 2575	792	MUSHROOM _mushroom	1928	213	2573
1850	BiaoMin-257_mushroom-1	Mienic	MUSHROOM	mushroom	蘑菇	BiaoMin	Biao Min	biao1254	t j au ³³	641	712	阴平.*阴平	³³	BiaoMon	ȶ au ¹	0	3430	1 6 7 8	ACXT	TJA4	1	1.T.C 1.J.C 1.A.V 1.4.T	1.6 1.2 3.0 1.0	tjau³³	0	2573	780	429	t j au ³³	i m n t	2573	792	MUSHROOM	1929	213	2573
1851	ZaoMin-257_mushroom-1	Mienic	MUSHROOM	mushroom	蘑菇	ZaoMin	Zao Min	dzao1238	k u ⁴⁴	641	712	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	k u ¹	0	3431	1 7 8	AXT	KY5	13	13.K.C 13.Y.V 13.5.T	1.6 3.0 1.0	ku⁴⁴	0	2573	780	429	k - u ⁴⁴	i n t	2573	792	MUSHROOM	1930	213	2573
1852	WhiteHmong-1166_thename-1	Hmongic	NAME	the name		WhiteHmong	White Hmong	hmon1333	ⁿb e ³³	1405	46	阴去	³³	HmongDaw	ⁿp e ⁵	0	220	1 7 8	AXT	PE4	12	12.P.C 12.E.V 12.4.T	1.6 3.0 1.0	ⁿbe³³	0	2590	784	430	ⁿb e ³³	i n t	2590	796	NAME	279	214	2590
1853	EasternLuobuohe-58_name-1	Hmongic	NAME	name	名字	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿp ei ²⁴	1405	46	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	Luopohe	ˀp ei ᶜ/³	1	222	1 7 8 9 1 7 8	AXT_AXT	TE6_PE2	3	3.T.C 3.E.V 3.6.T 3._._ 3.P.C 3.E.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿpei²⁴	0	2593 2590	785	430	t ə ⁰/² + ⁿp ei ²⁴	i n t + i n t	84 2590	796	_name NAME	608	214	2590
1854	WesternLuobuohe-58_name-1	Hmongic	NAME	name	名字	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ⁿp i ³⁵	1405	46	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	Luopohe	ˀp ei ᶜ/³	1	222	1 7 8 9 1 7 8	AXT_AXT	TE6_PI2	10	10.T.C 10.E.V 10.6.T 10._._ 10.P.C 10.I.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿpi³⁵	0	2593 2590	785	430	t ə ⁰/² + ⁿp i ³⁵	i n t + i n t	84 2590	796	_name NAME	609	214	2590
1855	SouthernGuizhouChuanqiandian-58_name-1	Hmongic	NAME	name	名字	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp æ ⁵⁵	1405	46	阴去.*阴平	⁵⁵	CentralMashanHmong	ⁿp æ ⁵ᵃ/⁵	0	221	1 7 8	AXT	PE5	8	8.P.C 8.E.V 8.5.T	1.6 3.0 1.0	ⁿpæ⁵⁵	0	2590	784	430	ⁿp æ ⁵⁵	i n t	2590	796	NAME	610	214	2590
1856	WesternXiangxi-58_name-1	Hmongic	NAME	name	名字	WesternXiangxi	Xiangxi, West	west2430	ⁿp u ⁵³	1405	46	*阴上.*阳上	⁵³	WesternXiangxiMiao	ⁿp u ⁵	0	219	1 7 8	AXT	PY3	11	11.P.C 11.Y.V 11.3.T	1.6 3.0 1.0	ⁿpu⁵³	0	2590	784	430	ⁿp u ⁵³	i n t	2590	796	NAME	611	214	2590
1857	NorthernQiandong-58_name-1	Hmongic	NAME	name	名字	NorthernQiandong	Qiandong, North	nort2747	z a ŋ ⁵⁵ + p i ⁴⁴	1405	46	0 阴去	⁵⁵ ⁴⁴	NorthernQiandongMiao	p i ⁵	1	218	3 7 4 8 9 1 7 8	AXLT_AXT	SAN5_PI5	7	7.S.C 7.A.V 7.N.c 7.5.T 7._._ 7.P.C 7.I.V 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	zaŋ⁵⁵+pi⁴⁴	0	2594 2590	786	430	z a ŋ ⁵⁵ + p i ⁴⁴	i n c t + i n t	2594 2590	796	_name NAME	612	214	2590
1858	WesternBaheng-58_name-1	Hmongic	NAME	name	名字	WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + m o ⁵⁵	1405	46	轻声 阴去	⁰/³ ⁵⁵	PaHng	m o ⁵	1	224	1 7 8 9 4 7 8	AXT_AXT	HA6_MU5	9	9.H.C 9.A.V 9.6.T 9._._ 9.M.C 9.U.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/³+mo⁵⁵	0	2595 2596	787	432	ʔ a ⁰/³ + m o ⁵⁵	i n t + i n t	2595 2596	801	NAME _name	613	214	2596
1859	EasternBaheng-58_name-1	Hmongic	NAME	name	名字	EasternBaheng	Baheng, East	pahn1237	m j a ŋ ³³ + s ɿ ⁰/³	1405	46	阳平.*阳平 轻声	³³ ⁰/³	PaHng	m o ⁵	0	224	4 6 7 4 8 9 3 7 8	ACXLT_AXT	MJAN4_SI6	2	2.M.C 2.J.C 2.A.V 2.N.c 2.4.T 2._._ 2.S.C 2.I.V 2.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	mjaŋ³³+sɿ⁰/³	0	2591 2592	788	431	m j a ŋ ³³ + s ɿ ⁰/³	i m n c t + i n t	2591 2592	798	NAME _name	614	214	2591
1860	Jiongnai-58_name-1	Hmongic	NAME	name	名字	Jiongnai	Jiongnai	jion1236	ⁿpʰ a ³⁵	1405	46	阴去.*阴去.*阳去	³⁵	JiongnaiBunu	ⁿp a ⁵	0	223	1 7 8	AXT	PA2	4	4.P.C 4.A.V 4.2.T	1.6 3.0 1.0	ⁿpʰa³⁵	1	2590	784	430	ⁿpʰ a ³⁵	i n t	2590	796	NAME	615	214	2590
1861	Mien-58_name-1	Mienic	NAME	name	名字	Mien	Mien	iumi1238	b o ²⁴	1405	46	阴去	²⁴	luMien	b u ⁵¹	0	225	1 7 8	AXT	PU2	6	6.P.C 6.U.V 6.2.T	1.6 3.0 1.0	bo²⁴	0	2590	784	430	b o ²⁴	i n t	2590	796	NAME	616	214	2590
1862	KimMun-58_name-1	Mienic	NAME	name	名字	KimMun	Kim Mun	kimm1245	b u ⁵⁵	1405	46	阴上.阳上.阴入.阳入	⁵⁵	KimMun	b u ⁵	0	226	1 7 8	AXT	PY5	5	5.P.C 5.Y.V 5.5.T	1.6 3.0 1.0	bu⁵⁵	0	2590	784	430	b u ⁵⁵	i n t	2590	796	NAME	617	214	2590
1863	BiaoMin-58_name-1	Mienic	NAME	name	名字	BiaoMin	Biao Min	biao1254	b au ²⁴	1405	46	阴去.*阴去.*阳去	²⁴	BiaoMon	b au ⁵	0	227	1 7 8	AXT	PA2	1	1.P.C 1.A.V 1.2.T	1.6 3.0 1.0	bau²⁴	0	2590	784	430	b au ²⁴	i n t	2590	796	NAME	618	214	2590
1864	ZaoMin-58_name-1	Mienic	NAME	name	名字	ZaoMin	Zao Min	dzao1238	b u ⁴²	1405	46	阴去.*阴上.*阳上	⁴²	DzaoMin	b u ⁵	0	228	1 7 8	AXT	PY3	13	13.P.C 13.Y.V 13.3.T	1.6 3.0 1.0	bu⁴²	0	2590	784	430	b u ⁴²	i n t	2590	796	NAME	619	214	2590
1865	WhiteHmong-891_narrow-1	Hmongic	NARROW	narrow		WhiteHmong	White Hmong	hmon1333	ⁿq ai ²¹³	1267	808	阳上	²¹³	HmongDaw	ⁿq ai ⁸/²⁴	0	3920	1 7 8	AXT	KA6	12	12.K.C 12.A.V 12.6.T	1.6 3.0 1.0	ⁿqai²¹³	0	2610	789	433	ⁿq ai ²¹³	i n t	2610	803	NARROW	211	215	2610
1866	EasternLuobuohe-536_narrow-1	Hmongic	NARROW	narrow	窄	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿɢ ɛ ³³	1267	808	轻声 阴入.阳入.*阴平	⁰/² ³³	Luopohe	ⁿq e ᴰ/⁴	1	3922	1 7 8 9 1 7 8	AXT_AXT	TE6_KE4	3	3.T.C 3.E.V 3.6.T 3._._ 3.K.C 3.E.V 3.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿɢɛ³³	0	2609 2610	790	433	t - ə ⁰/² + ⁿɢ ɛ ³³	i n t + i n t	2609 2610	803	_narrow NARROW	2990	215	2610
1867	WesternLuobuohe-536_narrow-1	Hmongic	NARROW	narrow	窄	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿɢ e ³¹	1267	808	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	ⁿq e ᴰ/⁴	0	3922	1 7 8	AXT	KE3	10	10.K.C 10.E.V 10.3.T	1.6 3.0 1.0	ⁿɢe³¹	0	2610	789	433	ⁿɢ e ³¹	i n t	2610	803	NARROW	2991	215	2610
1868	SouthernGuizhouChuanqiandian-536_narrow-1	Hmongic	NARROW	narrow	窄	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk e ²¹	1267	808	阳入.*阳平	²¹	CentralMashanHmong	ⁿk e ⁸/²⁴	0	3921	1 7 8	AXT	KE3	8	8.K.C 8.E.V 8.3.T	1.6 3.0 1.0	ⁿke²¹	0	2610	789	433	ⁿk e ²¹	i n t	2610	803	NARROW	2992	215	2610
1869	WesternXiangxi-536_narrow-1	Hmongic	NARROW	narrow	窄	WesternXiangxi	Xiangxi, West	west2430	ŋ ɑ ²²	1267	808	0	²²	WesternXiangxiMiao	ŋ ɑ ⁸/²⁴	0	3919	4 7 8	AXT	NA1	11	11.N.C 11.A.V 11.1.T	1.6 3.0 1.0	ŋɑ²²	0	2612	791	435	ŋ ɑ ²²	i n t	2612	805	NARROW	2993	215	2612
1870	NorthernQiandong-536_narrow-1	Hmongic	NARROW	narrow	窄	NorthernQiandong	Qiandong, North	nort2747	ŋ i ³¹	1267	808	阳入.*阳平	³¹	NorthernQiandongMiao	ŋ i ⁸/²⁴	0	3918	4 7 8	AXT	NI3	7	7.N.C 7.I.V 7.3.T	1.6 3.0 1.0	ŋi³¹	0	2612	791	435	ŋ i ³¹	i n t	2612	805	NARROW	2994	215	2612
1871	WesternBaheng-536_narrow-1	Hmongic	NARROW	narrow	窄	WesternBaheng	Baheng, West	pahn1237	ŋ e ⁴²	1267	808	阳入	⁴²	PaHng	ŋ ɛ ⁸/²⁴	0	3924	4 7 8	AXT	NE3	9	9.N.C 9.E.V 9.3.T	1.6 3.0 1.0	ŋe⁴²	0	2612	791	435	ŋ e ⁴²	i n t	2612	805	NARROW	2995	215	2612
1872	EasternBaheng-536_narrow-1	Hmongic	NARROW	narrow	窄	EasternBaheng	Baheng, East	pahn1237	ⁿqʰ ai ³¹	1267	808	阳去.阳入	³¹	PaHng	ŋ ɛ ⁸/²⁴	0	3924	1 7 8	AXT	KA3	2	2.K.C 2.A.V 2.3.T	1.6 3.0 1.0	ⁿqʰai³¹	0	2610	789	433	ⁿqʰ ai ³¹	i n t	2610	803	NARROW	2996	215	2610
1873	Jiongnai-536_narrow-1	Hmongic	NARROW	narrow	窄	Jiongnai	Jiongnai	jion1236	ⁿk ai ¹²	1267	808	阳入	¹²	JiongnaiBunu	ⁿk ai ⁸/²⁴	0	3923	1 7 8	AXT	KA2	4	4.K.C 4.A.V 4.2.T	1.6 3.0 1.0	ⁿkai¹²	0	2610	789	433	ⁿk ai ¹²	i n t	2610	803	NARROW	2997	215	2610
1874	Mien-536_narrow-1	Mienic	NARROW	narrow	窄	Mien	Mien	iumi1238	ɕ e p ²²	1267	876	阳入	²²	luMien	h e p ⁸/²⁴	0	4231	3 7 1 8	AXLT	SEP1	6	6.S.C 6.E.V 6.P.c 6.1.T	1.6 3.0 1.1 1.0	ɕep²²	0	2611	792	434	ɕ e p ²²	i n c t	2611	804	NARROW	2998	215	2611
1875	KimMun-536_narrow-1	Mienic	NARROW	narrow	窄	KimMun	Kim Mun	kimm1245	h eː p ⁴²	1267	876	阴去.阳去.阴入.阳入	⁴²	KimMun	h eː p ⁸/²⁴	0	4232	3 7 1 8	AXLT	HEP3	5	5.H.C 5.E.V 5.P.c 5.3.T	1.6 3.0 1.1 1.0	heːp⁴²	0	2611	792	434	h eː p ⁴²	i n c t	2611	804	NARROW	2999	215	2611
1876	BiaoMin-536_narrow-1	Mienic	NARROW	narrow	窄	BiaoMin	Biao Min	biao1254	t j a ²⁴	1267	876	阴去.*阴去.*阳去	²⁴	BiaoMon	h j ɛ n ⁸/²⁴	0	4233	1 6 7 8	ACXT	TJA2	1	1.T.C 1.J.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	tja²⁴	0	2609	793	433	t j a ²⁴	i m n t	2609	806	NARROW	3000	215	2609
1877	ZaoMin-536_narrow-1	Mienic	NARROW	narrow	窄	ZaoMin	Zao Min	dzao1238	ɕ e p ²²	1267	876	阳去.阳入	²²	DzaoMin	h ɛ p ⁸/²⁴	0	4234	3 7 1 8	AXLT	SEP1	13	13.S.C 13.E.V 13.P.c 13.1.T	1.6 3.0 1.1 1.0	ɕep²²	0	2611	792	434	ɕ e p ²²	i n c t	2611	804	NARROW	3001	215	2611
1878	WhiteHmong-316_thenavel-1	Hmongic	NAVEL	the navel		WhiteHmong	White Hmong	hmon1333	p u ⁵³ + ⁿt aɯ ¹¹	1838	258	阳平 阴平.阴上.阳上.阴入	⁵³ ¹¹	HmongDaw	ⁿʈ aɯ ⁷/³	1	1371	1 7 8 9 1 7 8	AXT_AXT	PY3_TA1	12	12.P.C 12.Y.V 12.3.T 12._._ 12.T.C 12.A.V 12.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pu⁵³+ⁿtaɯ¹¹	0	2631 2625	794	436	p u ⁵³ + ⁿt aɯ ¹¹	i n t + i n t	2631 2625	807	_navel NAVEL	74	216	2625
