ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID
2313	SouthernGuizhouChuanqiandian-366_hook-1	Hmongic	HOOK	hook	钩子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk æ ⁵⁵	1071	798	阴去.*阴平	⁵⁵	CentralMashanHmong	ⁿk æ ⁵ᵃ/⁵	0	3864	1 7 8	AXT	KE5	8	8.K.C 8.E.V 8.5.T	1.6 3.0 1.0	ⁿkæ⁵⁵	0	3120	1201	647	ⁿk - æ ⁵⁵	i n t	3120	1220	HOOK	2313	169
2314	WesternXiangxi-366_hook-1	Hmongic	HOOK	hook	钩子	WesternXiangxi	Xiangxi, West	west2430	p ɑ ⁴⁴ + q ə ⁴⁴	1071	0	阴上.阴入.*阴平 阴上.阴入.*阴平	⁴⁴ ⁴⁴	WesternXiangxiMiao				1 7 8 9 1 7 8	AXT_AXT	PA5_KE5	11	11.P.C 11.A.V 11.5.T 11._._ 11.K.C 11.E.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pɑ⁴⁴+qə⁴⁴	0	3124 3120	1202	647	p ɑ ⁴⁴ + q - ə ⁴⁴	i n t + i n t	3124 3120	1220	_hook HOOK	2314	169
2315	NorthernQiandong-366_hook-1	Hmongic	HOOK	hook	钩子	NorthernQiandong	Qiandong, North	nort2747	q a ⁴⁴ + q o ³¹	1071	798	阴去 阳入.*阳平	⁴⁴ ³¹	NorthernQiandongMiao	q a ⁵	0	3862	1 7 8 9 1 7 8	AXT_AXT	KA5_KU3	7	7.K.C 7.A.V 7.5.T 7._._ 7.K.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁴⁴+qo³¹	0	3120 3119	1199	647	q - a ⁴⁴ + q o ³¹	i n t + i n t	3120 3119	1220	HOOK _hook	2315	169
2316	WesternBaheng-366_hook-1	Hmongic	HOOK	hook	钩子	WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + ŋ ɔ ³⁵ + tɕ eu ³⁵	1071	0	轻声 阴平 阴平	⁰/³ ³⁵ ³⁵	PaHng				1 7 8 9 4 7 8 9 2 7 8	AXT_AXT_AXT	HA6_NU2_CE2	9	9.H.C 9.A.V 9.6.T 9._._ 9.N.C 9.U.V 9.2.T 9._._ 9.C.C 9.E.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/³+ŋɔ³⁵+tɕeu³⁵	0	3122 3121 3123	1203	648	ʔ a ⁰/³ + ŋ ɔ ³⁵ + tɕ eu ³⁵	i n t + i n t + i n t	3122 3121 3123	1222	_hook HOOK _hook	2316	169
2317	EasternBaheng-366_hook-1	Hmongic	HOOK	hook	钩子	EasternBaheng	Baheng, East	pahn1237	ⁿq au ³⁵	1071	0	阴平.*阴去.*阴入.*阳入	³⁵	PaHng				1 7 8	AXT	KA2	2	2.K.C 2.A.V 2.2.T	1.6 3.0 1.0	ⁿqau³⁵	0	3119	1204	647	ⁿq au ³⁵	i n t	3119	1221	HOOK	2317	169
2318	Jiongnai-366_hook-1	Hmongic	HOOK	hook	钩子	Jiongnai	Jiongnai	jion1236	k o ⁴⁴	1071	0	阴平.*阴平	⁴⁴	JiongnaiBunu				1 7 8	AXT	KU5	4	4.K.C 4.U.V 4.5.T	1.6 3.0 1.0	ko⁴⁴	0	3119	1204	647	k o ⁴⁴	i n t	3119	1221	HOOK	2318	169
2319	Mien-366_hook-1	Mienic	HOOK	hook	钩子	Mien	Mien	iumi1238	ŋ au ³³	1071	0	阴平	³³	luMien				4 7 8	AXT	NA4	6	6.N.C 6.A.V 6.4.T	1.6 3.0 1.0	ŋau³³	1	3121	1205	648	ŋ au ³³	i n t	3121	1222	HOOK	2319	169
2320	KimMun-366_hook-1	Mienic	HOOK	hook	钩子	KimMun	Kim Mun	kimm1245	ŋ au ³⁵	1071	0	阴平.阳平.阴入.阳入	³⁵	KimMun				4 7 8	AXT	NA2	5	5.N.C 5.A.V 5.2.T	1.6 3.0 1.0	ŋau³⁵	1	3121	1205	648	ŋ au ³⁵	i n t	3121	1222	HOOK	2320	169
2321	BiaoMin-366_hook-1	Mienic	HOOK	hook	钩子	BiaoMin	Biao Min	biao1254	k au ³³ + k w ai ²⁴	1071	0	阴平.*阴平 阴去.*阴去.*阳去	³³ ²⁴	BiaoMon				1 7 8 9 1 6 7 8	AXT_ACXT	KA4_KWA2	1	1.K.C 1.A.V 1.4.T 1._._ 1.K.C 1.W.C 1.A.V 1.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	kau³³+kwai²⁴	0	3119 3120	1200	647	k au ³³ + k w ai ²⁴	i n t + i m n t	3119 3120	1220	_hook HOOK	2321	169
2322	ZaoMin-366_hook-1	Mienic	HOOK	hook	钩子	ZaoMin	Zao Min	dzao1238	d a p ⁴⁴	1071	0	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin				1 7 1 8	AXLT	TAP5	13	13.T.C 13.A.V 13.P.c 13.5.T	1.6 3.0 1.1 1.0	dap⁴⁴	0	3126	1206	649	d a p ⁴⁴	i n c t	3126	1227	HOOK	2322	169
58	WhiteHmong-254_thehorn-1	Hmongic	HORN (ANATOMY)	the horn		WhiteHmong	White Hmong	hmon1333	k u ⁵⁵	1393	726	阴平	⁵⁵	HmongDaw	k u ¹	0	3487	1 7 8	AXT	KY5	12	12.K.C 12.Y.V 12.5.T	1.6 3.0 1.0	ku⁵⁵	0	3141	1207	650	k - u ⁵⁵	i n t	3141	1229	HORN	58	170
1172	EasternLuobuohe-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + k a ŋ ³¹	1393	726	轻声 阴平.阳平.*阳平	⁰/² ³¹	Luopohe	k a ŋ ᴬ/¹	1	3489	1 7 8 9 1 7 4 8	AXT_AXLT	TE6_KAN3	3	3.T.C 3.E.V 3.6.T 3._._ 3.K.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+kaŋ³¹	0	3144 3142	1208	651	t ə ⁰/² + k - a ŋ ³¹	i n t + i n c t	120 3142	1228	_horn HORN	1172	170
1173	WesternLuobuohe-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + k ɑ ŋ ³¹	1393	726	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	k a ŋ ᴬ/¹	1	3489	1 7 8 9 1 7 4 8	AXT_AXLT	TE6_KAN3	10	10.T.C 10.E.V 10.6.T 10._._ 10.K.C 10.A.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+kɑŋ³¹	0	3144 3142	1208	651	t ə ⁰/² + k - ɑ ŋ ³¹	i n t + i n c t	120 3142	1228	_horn HORN	1173	170
1174	SouthernGuizhouChuanqiandian-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ³² + ŋ u ⁵³	1393	726	阴平 阳平	³² ⁵³	CentralMashanHmong	k o ŋ ¹ᵃ/¹	0	3488	1 7 4 8 9 4 7 8	AXLT_AXT	KUN3_NY3	8	8.K.C 8.U.V 8.N.c 8.3.T 8._._ 8.N.C 8.Y.V 8.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	koŋ³²+ŋu⁵³	0	3142 3143	1209	651	k - o ŋ ³² + ŋ - u - ⁵³	i n c t + i n t	3142 187	1228	HORN _horn	1174	170
1175	WesternXiangxi-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɕ e ³⁵	1393	726	阴平 阴平	³⁵ ³⁵	WesternXiangxiMiao	c e ¹	1	3486	1 7 8 9 3 7 8	AXT_AXT	KU2_SE2	11	11.K.C 11.U.V 11.2.T 11._._ 11.S.C 11.E.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ɕe³⁵	0	3141 3145	1210	650	q - o ³⁵ + ɕ e ³⁵	i n t + i n t	3141 3145	1229	HORN _horn	1175	170
1176	NorthernQiandong-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	NorthernQiandong	Qiandong, North	nort2747	k i ³³	1393	726	阴平.*阴平	³³	NorthernQiandongMiao	k i ¹	0	3485	1 7 8	AXT	KI4	7	7.K.C 7.I.V 7.4.T	1.6 3.0 1.0	ki³³	0	3141	1207	650	k - i ³³	i n t	3141	1229	HORN	1176	170
1177	WesternBaheng-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	WesternBaheng	Baheng, West	pahn1237	q a ŋ ³⁵ + ŋ̍ */ə ŋ ³³	1393	726	阴平 阳平	³⁵ ³³	PaHng	k ɔ̃ ¹	0	3491	1 7 4 8 9 4 7 4 8	AXLT_AXLT	KAN2_NEN4	9	9.K.C 9.A.V 9.N.c 9.2.T 9._._ 9.N.C 9.E.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	qaŋ³⁵+ŋ̍*/əŋ³³	0	3142 3143	1209	651	q - a ŋ ³⁵ + ŋ̍ - */ə ŋ ³³	i n c t + i n c t	3142 187	1228	HORN _horn	1177	170
1178	EasternBaheng-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	EasternBaheng	Baheng, East	pahn1237	q a ŋ ³⁵ + ŋ̍ */ə ŋ ³³	1393	726	阴平.*阴去.*阴入.*阳入 阳平.*阳平	³⁵ ³³	PaHng	k ɔ̃ ¹	0	3491	1 7 4 8 9 4 7 4 8	AXLT_AXLT	KAN2_NEN4	2	2.K.C 2.A.V 2.N.c 2.2.T 2._._ 2.N.C 2.E.V 2.N.c 2.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	qaŋ³⁵+ŋ̍*/əŋ³³	0	3142 3143	1209	651	q - a ŋ ³⁵ + ŋ̍ - */ə ŋ ³³	i n c t + i n c t	3142 187	1228	HORN _horn	1178	170
1179	Jiongnai-136_hornofcow-1	Hmongic	HORN (ANATOMY)	horn (of cow)	（牛）角	Jiongnai	Jiongnai	jion1236	ŋ j o ³³ + k j a ŋ ⁴⁴	1393	726	阳平 阴平.*阴平	³³ ⁴⁴	JiongnaiBunu	k j a ŋ ¹	1	3490	4 6 7 8 9 1 6 7 4 8	ACXT_ACXLT	NJU4_KJAN5	4	4.N.C 4.J.C 4.U.V 4.4.T 4._._ 4.K.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋjo³³+kjaŋ⁴⁴	0	3143 3142	1211	651	ŋ j o - ³³ + k j a ŋ ⁴⁴	i m n t + i m n c t	187 3142	1228	_horn HORN	1179	170
1180	Mien-136_hornofcow-1	Mienic	HORN (ANATOMY)	horn (of cow)	（牛）角	Mien	Mien	iumi1238	ŋ u ŋ ³¹ + k oː ŋ ³³	1393	726	阳平 阴平	³¹ ³³	luMien	k ɔ ŋ ¹	1	3492	4 7 4 8 9 1 7 4 8	AXLT_AXLT	NYN3_KUN4	6	6.N.C 6.Y.V 6.N.c 6.3.T 6._._ 6.K.C 6.U.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	ŋuŋ³¹+koːŋ³³	0	3143 3142	1211	651	ŋ - u ŋ ³¹ + k - oː ŋ ³³	i n c t + i n c t	187 3142	1228	_horn HORN	1180	170
1181	KimMun-136_hornofcow-1	Mienic	HORN (ANATOMY)	horn (of cow)	（牛）角	KimMun	Kim Mun	kimm1245	k j oː ŋ ³⁵	1393	726	阴平.阳平.阴入.阳入	³⁵	KimMun	k j ɔː ŋ ¹	0	3493	1 6 7 4 8	ACXLT	KJUN2	5	5.K.C 5.J.C 5.U.V 5.N.c 5.2.T	1.6 1.2 3.0 1.1 1.0	kjoːŋ³⁵	0	3142	1212	651	k j oː ŋ ³⁵	i m n c t	3142	1228	HORN	1181	170
1182	BiaoMin-136_hornofcow-1	Mienic	HORN (ANATOMY)	horn (of cow)	（牛）角	BiaoMin	Biao Min	biao1254	k l ɔ ³³	1393	726	阴平.*阴平	³³	BiaoMon	k l ɔ ¹	0	3494	1 5 7 8	ACXT	KLU4	1	1.K.C 1.L.C 1.U.V 1.4.T	1.6 1.2 3.0 1.0	klɔ³³	0	3141	1207	650	k l ɔ ³³	i m n t	3141	1229	HORN	1182	170
1183	ZaoMin-136_hornofcow-1	Mienic	HORN (ANATOMY)	horn (of cow)	（牛）角	ZaoMin	Zao Min	dzao1238	k o ⁴⁴	1393	726	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	k ɔu ¹	0	3495	1 7 8	AXT	KU5	13	13.K.C 13.U.V 13.5.T	1.6 3.0 1.0	ko⁴⁴	0	3141	1207	650	k - o ⁴⁴	i n t	3141	1229	HORN	1183	170
29	WhiteHmong-169_thehorse-1	Hmongic	HORSE	the horse		WhiteHmong	White Hmong	hmon1333	n e ŋ ¹¹	615	133	阴平.阴上.阳上.阴入	¹¹	HmongDaw	n ɛ ŋ ⁴	0	655	4 7 4 8	AXLT	NEN1	12	12.N.C 12.E.V 12.N.c 12.1.T	1.6 3.0 1.1 1.0	neŋ¹¹	0	3163	1213	652	n e ŋ ¹¹	i n c t	3163	1233	HORSE	29	171
1208	EasternLuobuohe-141_horse-1	Hmongic	HORSE	horse	马	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + m a ⁵⁵	615	133	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	Luopohe	m a ᴮ/²	1	657	1 7 8 9 4 7 8	AXT_AXT	KU6_MA5	3	3.K.C 3.U.V 3.6.T 3._._ 3.M.C 3.A.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+ma⁵⁵	0	3164 3163	1214	652	q o ⁰/⁵ + m a - ⁵⁵	i n t + i n t	3164 3163	1233	_horse HORSE	1208	171
1209	WesternLuobuohe-141_horse-1	Hmongic	HORSE	horse	马	WesternLuobuohe	Luobuohe, Western	luop1235	m ɑ ⁵⁵	615	133	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	Luopohe	m a ᴮ/²	0	657	4 7 8	AXT	MA5	10	10.M.C 10.A.V 10.5.T	1.6 3.0 1.0	mɑ⁵⁵	1	3163	1213	652	m ɑ - ⁵⁵	i n t	3163	1233	HORSE	1209	171
1210	SouthernGuizhouChuanqiandian-141_horse-1	Hmongic	HORSE	horse	马	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m e n ¹¹	615	133	阳上	¹¹	CentralMashanHmong	m ei n ⁴	0	656	4 7 4 8	AXLT	MEN1	8	8.M.C 8.E.V 8.N.c 8.1.T	1.6 3.0 1.1 1.0	men¹¹	0	3163	1213	652	m e n ¹¹	i n c t	3163	1233	HORSE	1210	171
1211	WesternXiangxi-141_horse-1	Hmongic	HORSE	horse	马	WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + m e ²²	615	0	阴平 0	³⁵ ²²	WesternXiangxiMiao				1 7 8 9 4 7 8	AXT_AXT	TA2_ME1	11	11.T.C 11.A.V 11.2.T 11._._ 11.M.C 11.E.V 11.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ³⁵+me²²	0	3165 3163	1215	652	t ɑ ³⁵ + m e - ²²	i n t + i n t	3165 3163	1233	_horse HORSE	1211	171
1212	NorthernQiandong-141_horse-1	Hmongic	HORSE	horse	马	NorthernQiandong	Qiandong, North	nort2747	m a ¹¹	615	133	阳上	¹¹	NorthernQiandongMiao	m a ⁴	0	654	4 7 8	AXT	MA1	7	7.M.C 7.A.V 7.1.T	1.6 3.0 1.0	ma¹¹	0	3163	1213	652	m a - ¹¹	i n t	3163	1233	HORSE	1212	171
1213	WesternBaheng-141_horse-1	Hmongic	HORSE	horse	马	WesternBaheng	Baheng, West	pahn1237	m ei ¹¹	615	133	阳上	¹¹	PaHng	m ɪ̃ ⁴	0	659	4 7 8	AXT	ME1	9	9.M.C 9.E.V 9.1.T	1.6 3.0 1.0	mei¹¹	0	3163	1213	652	m ei - ¹¹	i n t	3163	1233	HORSE	1213	171
1214	EasternBaheng-141_horse-1	Hmongic	HORSE	horse	马	EasternBaheng	Baheng, East	pahn1237	m e ¹¹	615	133	阳上	¹¹	PaHng	m ɪ̃ ⁴	0	659	4 7 8	AXT	ME1	2	2.M.C 2.E.V 2.1.T	1.6 3.0 1.0	me¹¹	1	3163	1213	652	m e - ¹¹	i n t	3163	1233	HORSE	1214	171
1215	Jiongnai-141_horse-1	Hmongic	HORSE	horse	马	Jiongnai	Jiongnai	jion1236	m e ³¹	615	133	阳上.*阳平	³¹	JiongnaiBunu	m e ⁴	0	658	4 7 8	AXT	ME3	4	4.M.C 4.E.V 4.3.T	1.6 3.0 1.0	me³¹	0	3163	1213	652	m e - ³¹	i n t	3163	1233	HORSE	1215	171
1216	Mien-141_horse-1	Mienic	HORSE	horse	马	Mien	Mien	iumi1238	m a ²³¹	615	0	阳上	²³¹	luMien				4 7 8	AXT	MA6	6	6.M.C 6.A.V 6.6.T	1.6 3.0 1.0	ma²³¹	0	3163	1213	652	m a - ²³¹	i n t	3163	1233	HORSE	1216	171
1217	KimMun-141_horse-1	Mienic	HORSE	horse	马	KimMun	Kim Mun	kimm1245	m a ³¹	615	0	阴上.阳上.阴去.阳去.*阳平	³¹	KimMun				4 7 8	AXT	MA3	5	5.M.C 5.A.V 5.3.T	1.6 3.0 1.0	ma³¹	0	3163	1213	652	m a - ³¹	i n t	3163	1233	HORSE	1217	171
1218	BiaoMin-141_horse-1	Mienic	HORSE	horse	马	BiaoMin	Biao Min	biao1254	m a ⁴²	615	0	阳上.阳去	⁴²	BiaoMon				4 7 8	AXT	MA3	1	1.M.C 1.A.V 1.3.T	1.6 3.0 1.0	ma⁴²	0	3163	1213	652	m a - ⁴²	i n t	3163	1233	HORSE	1218	171
1219	ZaoMin-141_horse-1	Mienic	HORSE	horse	马	ZaoMin	Zao Min	dzao1238	m a ⁴⁴	615	0	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin				4 7 8	AXT	MA5	13	13.M.C 13.A.V 13.5.T	1.6 3.0 1.0	ma⁴⁴	0	3163	1213	652	m a - ⁴⁴	i n t	3163	1233	HORSE	1219	171
262	WhiteHmong-1046_hot-1	Hmongic	HOT	hot		WhiteHmong	White Hmong	hmon1333	k u ⁵⁵	1286	737	阴平	⁵⁵	HmongDaw	k u ¹	0	3547	1 7 8	AXT	KY5	12	12.K.C 12.Y.V 12.5.T	1.6 3.0 1.0	ku⁵⁵	1	3181	1216	655	k - u - ⁵⁵	i n t	3181	1236	HOT	262	172
3424	EasternLuobuohe-602_hot-1	Hmongic	HOT	hot	热	EasternLuobuohe	Luobuohe, Eastern	luop1235	k a ŋ ³¹	1286	737	阴平.阳平.*阳平	³¹	Luopohe	k a ŋ ᴬ/¹	0	3549	1 7 4 8	AXLT	KAN3	3	3.K.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	kaŋ³¹	0	3181	1216	655	k - a ŋ ³¹	i n c t	3181	1236	HOT	3424	172
3425	WesternLuobuohe-602_hot-1	Hmongic	HOT	hot	热	WesternLuobuohe	Luobuohe, Western	luop1235	q ɑ ŋ ³¹	1286	737	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	k a ŋ ᴬ/¹	0	3549	1 7 4 8	AXLT	KAN3	10	10.K.C 10.A.V 10.N.c 10.3.T	1.6 3.0 1.1 1.0	qɑŋ³¹	0	3181	1216	655	q - ɑ ŋ ³¹	i n c t	3181	1236	HOT	3425	172
3426	SouthernGuizhouChuanqiandian-602_hot-1	Hmongic	HOT	hot	热	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ²³²	1286	0	阴上	²³²	CentralMashanHmong				3 7 8	AXT	SU6	8	8.S.C 8.U.V 8.6.T	1.6 3.0 1.0	so²³²	0	3180	1217	654	s o ²³²	i n t	3180	1238	HOT	3426	172
3427	SouthernGuizhouChuanqiandian-602_hot-2	Hmongic	HOT	hot	热	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ³²	1286	737	阴平	³²	CentralMashanHmong	k o ŋ ¹ᵃ/¹	0	3548	1 7 4 8	AXLT	KUN3	8	8.K.C 8.U.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	koŋ³²	0	3181	1216	655	k - o ŋ ³²	i n c t	3181	1236	HOT	3427	172
3428	WesternXiangxi-602_hot-1	Hmongic	HOT	hot	热	WesternXiangxi	Xiangxi, West	west2430	ⁿtɕ e ⁵³	1286	737	*阴上.*阳上	⁵³	WesternXiangxiMiao	c e ¹	0	3546	2 7 8	AXT	CE3	11	11.C.C 11.E.V 11.3.T	1.6 3.0 1.0	ⁿtɕe⁵³	0	3184	1218	657	ⁿtɕ e ⁵³	i n t	3184	1241	HOT	3428	172
3429	NorthernQiandong-602_hot-1	Hmongic	HOT	hot	热	NorthernQiandong	Qiandong, North	nort2747	kʰ i ³³	1286	737	阴平.*阴平	³³	NorthernQiandongMiao	kʰ i ¹	0	3545	1 7 8	AXT	KI4	7	7.K.C 7.I.V 7.4.T	1.6 3.0 1.0	kʰi³³	0	3181	1216	655	kʰ - i - ³³	i n t	3181	1236	HOT	3429	172
3430	WesternBaheng-602_hot-1	Hmongic	HOT	hot	热	WesternBaheng	Baheng, West	pahn1237	m ɔ ⁵³ + q a ŋ ³⁵	1286	737	阴入 阴平	⁵³ ³⁵	PaHng	k ɔ̃ ¹	1	3551	4 7 8 9 1 7 4 8	AXT_AXLT	MU3_KAN2	9	9.M.C 9.U.V 9.3.T 9._._ 9.K.C 9.A.V 9.N.c 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mɔ⁵³+qaŋ³⁵	0	3183 3181	1219	655	m ɔ ⁵³ + q - a ŋ ³⁵	i n t + i n c t	3183 3181	1236	_hot HOT	3430	172
3431	EasternBaheng-602_hot-1	Hmongic	HOT	hot	热	EasternBaheng	Baheng, East	pahn1237	ɕ o ³¹³	1286	737	阴上.*阴上	³¹³	PaHng	k ɔ̃ ¹	0	3551	3 7 8	AXT	SU6	2	2.S.C 2.U.V 2.6.T	1.6 3.0 1.0	ɕo³¹³	0	3180	1217	654	ɕ o ³¹³	i n t	3180	1238	HOT	3431	172
3432	Jiongnai-602_hot-1	Hmongic	HOT	hot	热	Jiongnai	Jiongnai	jion1236	kʰ j a ŋ ⁴⁴	1286	737	阴平.*阴平	⁴⁴	JiongnaiBunu	kʰ j a ŋ ¹	0	3550	1 6 7 4 8	ACXLT	KJAN5	4	4.K.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0	kʰjaŋ⁴⁴	0	3181	1216	655	kʰ j a ŋ ⁴⁴	i m n c t	3181	1236	HOT	3432	172
3433	Mien-602_hot-1	Mienic	HOT	hot	热	Mien	Mien	iumi1238	k oː m ³³	1286	737	阴平	³³	luMien	k ɔ m ¹	0	3552	1 7 4 8	AXLT	KUM4	6	6.K.C 6.U.V 6.M.c 6.4.T	1.6 3.0 1.1 1.0	koːm³³	0	3182	1220	656	k - oː m ³³	i n c t	3182	1237	HOT	3433	172
3434	KimMun-602_hot-1	Mienic	HOT	hot	热	KimMun	Kim Mun	kimm1245	k j oː m ³⁵	1286	737	阴平.阳平.阴入.阳入	³⁵	KimMun	k j ɔː m ¹	0	3553	1 6 7 4 8	ACXLT	KJUM2	5	5.K.C 5.J.C 5.U.V 5.M.c 5.2.T	1.6 1.2 3.0 1.1 1.0	kjoːm³⁵	0	3182	1220	656	k j oː m ³⁵	i m n c t	3182	1237	HOT	3434	172
3435	BiaoMin-602_hot-1	Mienic	HOT	hot	热	BiaoMin	Biao Min	biao1254	b əi ²⁴	1286	737	阴去.*阴去.*阳去	²⁴	BiaoMon	k l œ n ¹	0	3554	1 7 8	AXT	PE2	1	1.P.C 1.E.V 1.2.T	1.6 3.0 1.0	bəi²⁴	0	3179	1221	653	b əi ²⁴	i n t	3179	1239	HOT	3435	172
3436	ZaoMin-602_hot-1	Mienic	HOT	hot	热	ZaoMin	Zao Min	dzao1238	ts a m ⁴⁴	1286	737	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	ts a m ¹	0	3555	2 7 4 8	AXLT	CAM5	13	13.C.C 13.A.V 13.M.c 13.5.T	1.6 3.0 1.1 1.0	tsam⁴⁴	1	3182	1220	656	ts - a m ⁴⁴	i n c t	3182	1237	HOT	3436	172
126	WhiteHmong-531_thehouse-1	Hmongic	HOUSE	the house		WhiteHmong	White Hmong	hmon1333	tʃ e ³⁴	1252	170	阴上	³⁴	HmongDaw	ʈʂ e ³	0	837	1 7 8	AXT	TE2	12	12.T.C 12.E.V 12.2.T	1.6 3.0 1.0	tʃe³⁴	0	3195	1222	658	tʃ - e ³⁴	i n t	1251	1242	HOUSE	126	173
2157	EasternLuobuohe-314_house-1	Hmongic	HOUSE	house	房子	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + p ei ⁵⁵	1252	170	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	Luopohe	p ei ᴮ/²	1	839	1 7 8 9 1 7 8	AXT_AXT	KU6_PE5	3	3.K.C 3.U.V 3.6.T 3._._ 3.P.C 3.E.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+pei⁵⁵	0	3196 3195	1223	658	q o ⁰/⁵ + p - ei ⁵⁵	i n t + i n t	3196 1251	1242	_house HOUSE	2157	173
2158	WesternLuobuohe-314_house-1	Hmongic	HOUSE	house	房子	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + p i ⁵⁵	1252	170	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	p ei ᴮ/²	1	839	1 7 8 9 1 7 8	AXT_AXT	HE6_PI5	10	10.H.C 10.E.V 10.6.T 10._._ 10.P.C 10.I.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+pi⁵⁵	0	3198 3195	1224	658	ʔ ə ⁰/² + p - i ⁵⁵	i n t + i n t	640 1251	1242	_house HOUSE	2158	173
2159	SouthernGuizhouChuanqiandian-314_house-1	Hmongic	HOUSE	house	房子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ʐ æ ⁴²	1252	170	阴上.*阴上.*阳上	⁴²	CentralMashanHmong	p ʐ æ ³ᵃ/³	0	838	1 3 7 8	ACXT	PSE3	8	8.P.C 8.S.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	pʐæ⁴²	0	3195	1222	658	p ʐ æ ⁴²	i m n t	1251	1242	HOUSE	2159	173
