ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID
3185	SouthernGuizhouChuanqiandian-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s ei ²²	1052	355	阴平	²²	CentralMashanHmong	s ei ¹ᵇ/¹	0	1783	3 7 8	AXT	SE1	8	8.S.C 8.E.V 8.1.T	1.6 3.0 1.0	sei²²	0	2306	698	386
3186	WesternXiangxi-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	WesternXiangxi	Xiangxi, West	west2430	ɕ a ³⁵	1052	355	阴平	³⁵	WesternXiangxiMiao	ɕ a ¹	0	1781	3 7 8	AXT	SA2	11	11.S.C 11.A.V 11.2.T	1.6 3.0 1.0	ɕa³⁵	0	2306	698	386
3187	NorthernQiandong-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	NorthernQiandong	Qiandong, North	nort2747	fʰ a ³³	1052	355	阴平.*阴平	³³	NorthernQiandongMiao	fʰ a ¹	0	1780	3 7 8	AXT	BA4	7	7.B.C 7.A.V 7.4.T	1.6 3.0 1.0	fʰa³³	0	2306	698	386
3188	WesternBaheng-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	WesternBaheng	Baheng, West	pahn1237	f ai ³⁵	1052	355	阴平	³⁵	PaHng	f ɤ ¹	0	1786	3 7 8	AXT	BA2	9	9.B.C 9.A.V 9.2.T	1.6 3.0 1.0	fai³⁵	0	2309	699	389
3189	EasternBaheng-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	EasternBaheng	Baheng, East	pahn1237	f ei ³⁵	1052	355	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	f ɤ ¹	0	1786	3 7 8	AXT	BE2	2	2.B.C 2.E.V 2.2.T	1.6 3.0 1.0	fei³⁵	1	2307	700	387
3190	Jiongnai-562_lightweight-1	Hmongic	LIGHT (WEIGHT)	light (weight)	轻	Jiongnai	Jiongnai	jion1236	ʍ ai ⁴⁴	1052	355	阴平.*阴平	⁴⁴	JiongnaiBunu	v̥ u/w ai ¹’/¹	0	1785	6 7 8	AXT	MA5	4	4.M.C 4.A.V 4.5.T	1.6 3.0 1.0	ʍai⁴⁴	0	2308	701	388
3191	Mien-562_lightweight-1	Mienic	LIGHT (WEIGHT)	light (weight)	轻	Mien	Mien	iumi1238	ɕ e ŋ ³³	1052	355	阴平	³³	luMien	ɕ eu ¹	0	1787	3 7 4 8	AXLT	SEN4	6	6.S.C 6.E.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0	ɕeŋ³³	0	2306	698	386
3192	KimMun-562_lightweight-1	Mienic	LIGHT (WEIGHT)	light (weight)	轻	KimMun	Kim Mun	kimm1245	s ɔ ¹¹	1052	355	阴平.阳平.阴入.阳入	¹¹	KimMun	s ɔu ¹’/¹	0	1788	3 7 8	AXT	SU1	5	5.S.C 5.U.V 5.1.T	1.6 3.0 1.0	sɔ¹¹	0	2306	698	386
3193	BiaoMin-562_lightweight-1	Mienic	LIGHT (WEIGHT)	light (weight)	轻	BiaoMin	Biao Min	biao1254	ɕ a ³³	1052	355	阴平.*阴平	³³	BiaoMon	h j au ¹	0	1789	3 7 8	AXT	SA4	1	1.S.C 1.A.V 1.4.T	1.6 3.0 1.0	ɕa³³	0	2306	698	386
4	WhiteHmong-43_thelightning-1	Hmongic	LIGHTNING	the lightning		WhiteHmong	White Hmong	hmon1333	s o ⁵⁵ + l ai ²¹³	1654	410	阴平 阳上	⁵⁵ ²¹³	HmongDaw	l ai ⁸/²⁴	1	2039	3 7 8 9 5 7 8	AXT_AXT	SU5_LA6	12	12.S.C 12.U.V 12.5.T 12._._ 12.L.C 12.A.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	so⁵⁵+lai²¹³	0	2321 2319	702	390
333	EasternLuobuohe-8_lightning-1	Hmongic	LIGHTNING	lightning	闪	EasternLuobuohe	Luobuohe, Eastern	luop1235	l j e ³³	1654	410	阴入.阳入.*阴平	³³	Luopohe	l e ᴰ/⁴	0	2041	5 6 7 8	ACXT	LJE4	3	3.L.C 3.J.C 3.E.V 3.4.T	1.6 1.2 3.0 1.0	lje³³	0	2319	703	390
334	WesternLuobuohe-8_lightning-1	Hmongic	LIGHTNING	lightning	闪	WesternLuobuohe	Luobuohe, Western	luop1235	l e ³¹	1654	410	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	l e ᴰ/⁴	0	2041	5 7 8	AXT	LE3	10	10.L.C 10.E.V 10.3.T	1.6 3.0 1.0	le³¹	0	2319	703	390
335	SouthernGuizhouChuanqiandian-8_lightning-1	Hmongic	LIGHTNING	lightning	闪	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ²² + ɭ e ²¹	1654	410	阴平 阳入.*阳平	²² ²¹	CentralMashanHmong	ɭ e ⁸/²⁴	1	2040	3 7 8 9 5 7 8	AXT_AXT	SU1_LE3	8	8.S.C 8.U.V 8.1.T 8._._ 8.L.C 8.E.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	so²²+ɭe²¹	0	2321 2319	702	390
336	WesternXiangxi-8_lightning-1	Hmongic	LIGHTNING	lightning	闪	WesternXiangxi	Xiangxi, West	west2430	l j ɑ ²² + s o ³⁵	1654	410	0 阴平	²² ³⁵	WesternXiangxiMiao	ȴ ɑ ⁸/²⁴	0	2038	5 6 7 8 9 3 7 8	ACXT_AXT	LJA1_SU2	11	11.L.C 11.J.C 11.A.V 11.1.T 11._._ 11.S.C 11.U.V 11.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ljɑ²²+so³⁵	0	2319 2321	704	390
337	NorthernQiandong-8_lightning-1	Hmongic	LIGHTNING	lightning	闪	NorthernQiandong	Qiandong, North	nort2747	l j i ³¹ + h o ³³	1654	410	阳入.*阳平 阴平.*阴平	³¹ ³³	NorthernQiandongMiao	ȴ i ⁸/²⁴	0	2037	5 6 7 8 9 3 7 8	ACXT_AXT	LJI3_HU4	7	7.L.C 7.J.C 7.I.V 7.3.T 7._._ 7.H.C 7.U.V 7.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	lji³¹+ho³³	0	2319 2321	704	390
341	Mien-8_lightning-1	Mienic	LIGHTNING	lightning	闪	Mien	Mien	iumi1238	p u ³¹ + l i ŋ ³¹	1654	412	阳平 阳平	³¹ ³¹	luMien	g a p ⁷/³	0	2042	1 7 8 9 5 7 4 8	AXT_AXLT	PY3_LIN3	6	6.P.C 6.Y.V 6.3.T 6._._ 6.L.C 6.I.V 6.N.c 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pu³¹+liŋ³¹	0	2320 2319	705	390
344	ZaoMin-8_lightning-1	Mienic	LIGHTNING	lightning	闪	ZaoMin	Zao Min	dzao1238	ʑ a p ²²	1654	412	阳去.阳入	²²	DzaoMin	dz j ɛ p ⁸/²⁴	0	2043	3 7 1 8	AXLT	SAP1	13	13.S.C 13.A.V 13.P.c 13.1.T	1.6 3.0 1.1 1.0	ʑap²²	1	2322	706	391
2038	EasternLuobuohe-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	EasternLuobuohe	Luobuohe, Eastern	luop1235	tɕ o ⁵⁵ + ˀj ɛ ³¹	842	568	阴上.阳上.*阴上.*阳上 阴平.阳平.*阳平	⁵⁵ ³¹	Luopohe	tɕ o ᴮ/²	0	2802	2 7 8 9 6 7 8	AXT_AXT	CU5_JE3	3	3.C.C 3.U.V 3.5.T 3._._ 3.J.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕo⁵⁵+ˀjɛ³¹	0	2333 2334	707	392
2039	WesternLuobuohe-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	WesternLuobuohe	Luobuohe, Western	luop1235	tɕ o ⁵⁵ + ˀj æ ³¹	842	568	阴上.阳上.*阴平.*阴上.*阳上 阴平.阳平.阴入.阳入.*阳平	⁵⁵ ³¹	Luopohe	tɕ o ᴮ/²	0	2802	2 7 8 9 6 7 8	AXT_AXT	CU5_JE3	10	10.C.C 10.U.V 10.5.T 10._._ 10.J.C 10.E.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕo⁵⁵+ˀjæ³¹	0	2333 2334	707	392
2040	SouthernGuizhouChuanqiandian-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	tɕ ə ⁴² + h u/w a ³² + ʐ ɪ ³²	842	568	阴上.*阴上.*阳上 阴平 阴平	⁴² ³² ³²	CentralMashanHmong	tɕ ə ³ᵃ/³	0	2801	2 7 8 9 3 6 7 8 9 3 7 8	AXT_ACXT_AXT	CE3_HWA3_SI3	8	8.C.C 8.E.V 8.3.T 8._._ 8.H.C 8.W.C 8.A.V 8.3.T 8._._ 8.S.C 8.I.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tɕə⁴²+hu/wa³²+ʐɪ³²	0	2333 2337 2334	708	392
2041	WesternXiangxi-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	WesternXiangxi	Xiangxi, West	west2430	tɕ ɯ ⁴⁴ + tɕ ɑ ŋ ²²	842	568	阴上.阴入.*阴平 0	⁴⁴ ²²	WesternXiangxiMiao	tɕ ɯ ³	0	2799	2 7 8 9 2 7 4 8	AXT_AXLT	CI5_CAN1	11	11.C.C 11.I.V 11.5.T 11._._ 11.C.C 11.A.V 11.N.c 11.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tɕɯ⁴⁴+tɕɑŋ²²	0	2333 2335	709	392
2042	NorthernQiandong-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	NorthernQiandong	Qiandong, North	nort2747	tɕ u ³⁵ + q a ŋ ³³ + n a ŋ ⁵⁵	842	568	阴上 阴平.*阴平 0	³⁵ ³³ ⁵⁵	NorthernQiandongMiao	tɕ u ³	0	2798	2 7 8 9 1 7 4 8 9 4 7 4 8	AXT_AXLT_AXLT	CY2_KAN4_NAN5	7	7.C.C 7.Y.V 7.2.T 7._._ 7.K.C 7.A.V 7.N.c 7.4.T 7._._ 7.N.C 7.A.V 7.N.c 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tɕu³⁵+qaŋ³³+naŋ⁵⁵	0	2333 2335 2336	710	392
2043	WesternBaheng-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	WesternBaheng	Baheng, West	pahn1237	tɕ eu ³¹ + q ai ³⁵	842	568	阴上 阴平	³¹ ³⁵	PaHng	tɕ ɤ ³	0	2804	2 7 8 9 1 7 8	AXT_AXT	CE3_KA2	9	9.C.C 9.E.V 9.3.T 9._._ 9.K.C 9.A.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɕeu³¹+qai³⁵	0	2333 2335	709	392
2044	Jiongnai-286_liquorsweet-1	Hmongic	LIQUOR	liquor (sweet)	甜酒	Jiongnai	Jiongnai	jion1236	tʃ au ⁵³ + k e n ⁴⁴	842	568	阴上.*阴上.*阳上 阴平.*阴平	⁵³ ⁴⁴	JiongnaiBunu	tʃ au ³	0	2803	1 7 8 9 1 7 4 8	AXT_AXLT	TA3_KEN5	4	4.T.C 4.A.V 4.3.T 4._._ 4.K.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʃau⁵³+ken⁴⁴	0	2333 2335	709	392
2045	Mien-286_liquorsweet-1	Mienic	LIQUOR	liquor (sweet)	甜酒	Mien	Mien	iumi1238	t j u ⁵³ + k aː m ³³	842	215	阴上 阴平	⁵³ ³³	luMien	t i/j u ³	0	1139	1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJY3_KAM4	6	6.T.C 6.J.C 6.Y.V 6.3.T 6._._ 6.K.C 6.A.V 6.M.c 6.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tju⁵³+kaːm³³	0	2333 2335	709	392
2046	BiaoMin-286_liquorsweet-1	Mienic	LIQUOR	liquor (sweet)	甜酒	BiaoMin	Biao Min	biao1254	ts u ³³	842	215	阴平.*阴平	³³	BiaoMon	t i/j u ³	0	1141	2 7 8	AXT	CY4	1	1.C.C 1.Y.V 1.4.T	1.6 3.0 1.0	tsu³³	0	2333	711	392
2047	ZaoMin-286_liquorsweet-1	Mienic	LIQUOR	liquor (sweet)	甜酒	ZaoMin	Zao Min	dzao1238	d j u ²⁴ + t j u ⁴⁴	842	215	阴上.*阳平 阴平.阳上.阴入.*阴平	²⁴ ⁴⁴	DzaoMin	d i/j u ³	0	1142	1 6 7 8 9 1 6 7 8	ACXT_ACXT	TJY2_TJY5	13	13.T.C 13.J.C 13.Y.V 13.2.T 13._._ 13.T.C 13.J.C 13.Y.V 13.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	dju²⁴+tju⁴⁴	0	2333 2338	712	392
245	WhiteHmong-1015_tolisten-1	Hmongic	LISTEN	to listen		WhiteHmong	White Hmong	hmon1333	m l o ŋ ³¹	1608	192	阳平.阳上.阳去	³¹	HmongDaw	m l ɔ ŋ ⁶/¹³	0	969	4 5 7 4 8	ACXLT	MLUN3	12	12.M.C 12.L.C 12.U.V 12.N.c 12.3.T	1.6 1.2 3.0 1.1 1.0	mloŋ³¹	0	2355	713	393
4601	SouthernGuizhouChuanqiandian-819_listen-1	Hmongic	LISTEN	listen	听	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m ʐ ə ŋ ¹³	1608	192	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	m ʐ ə ŋ ⁶/¹³	0	970	4 3 7 4 8	ACYLT	MSEN2	8	8.M.C 8.S.C 8.E.V 8.N.c 8.2.T	1.6 1.2 3.0 1.1 1.0	mʐəŋ¹³	0	2355	713	393
4604	WesternBaheng-819_listen-1	Hmongic	LISTEN	listen	听	WesternBaheng	Baheng, West	pahn1237	m a ⁵⁵	1608	192	阴去	⁵⁵	PaHng	m æ̃ ⁵	0	971	4 7 8	AXT	MA5	9	9.M.C 9.A.V 9.5.T	1.6 3.0 1.0	ma⁵⁵	0	2355	713	393
4605	EasternBaheng-819_listen-1	Hmongic	LISTEN	listen	听	EasternBaheng	Baheng, East	pahn1237	m a ⁵⁵	1608	192	阴去.*阴平	⁵⁵	PaHng	m æ̃ ⁵	0	971	4 7 8	AXT	MA5	2	2.M.C 2.A.V 2.5.T	1.6 3.0 1.0	ma⁵⁵	0	2355	713	393
4607	Mien-819_listen-1	Mienic	LISTEN	listen	听	Mien	Mien	iumi1238	m oː ŋ ²⁴	1608	192	阴去	²⁴	luMien	m o ŋ ⁵	0	972	4 7 4 8	AXLT	MUN2	6	6.M.C 6.U.V 6.N.c 6.2.T	1.6 3.0 1.1 1.0	moːŋ²⁴	0	2355	713	393
4608	KimMun-819_listen-1	Mienic	LISTEN	listen	听	KimMun	Kim Mun	kimm1245	m u ŋ ³¹	1608	192	阴上.阳上.阴去.阳去.*阳平	³¹	KimMun	m u ŋ ⁵¹	0	973	4 7 4 8	AXLT	MYN3	5	5.M.C 5.Y.V 5.N.c 5.3.T	1.6 3.0 1.1 1.0	muŋ³¹	0	2355	713	393
4609	BiaoMin-819_listen-1	Mienic	LISTEN	listen	听	BiaoMin	Biao Min	biao1254	m̥ ɔ ŋ ²⁴	1608	192	阴去.*阴去.*阳去	²⁴	BiaoMon	m̥ ɔ ŋ ⁵	0	974	4 7 4 8	AXLT	MUN2	1	1.M.C 1.U.V 1.N.c 1.2.T	1.6 3.0 1.1 1.0	m̥ɔŋ²⁴	0	2355	713	393
4610	ZaoMin-819_listen-1	Mienic	LISTEN	listen	听	ZaoMin	Zao Min	dzao1238	m a ŋ ⁴²	1608	192	阴去.*阴上.*阳上	⁴²	DzaoMin	m a ŋ ⁵	0	975	4 7 4 8	AXLT	MAN3	13	13.M.C 13.A.V 13.N.c 13.3.T	1.6 3.0 1.1 1.0	maŋ⁴²	0	2355	713	393
77	WhiteHmong-319_theliver-1	Hmongic	LIVER	the liver		WhiteHmong	White Hmong	hmon1333	ʂ i/j a ⁵⁵	1224	454	阴平	⁵⁵	HmongDaw	ʂ i/j a ¹	0	2216	3 6 7 8	ACXT	SJA5	12	12.S.C 12.J.C 12.A.V 12.5.T	1.6 1.2 3.0 1.0	ʂi/ja⁵⁵	0	2368	714	395
1050	EasternLuobuohe-117_liver-1	Hmongic	LIVER	liver	肝	EasternLuobuohe	Luobuohe, Eastern	luop1235	m u ³¹ + ʂ ɛ ³¹	1224	454	阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	Luopohe	s e n ᴬ/¹	1	2218	4 7 8 9 3 7 8	AXT_AXT	MY3_SE3	3	3.M.C 3.Y.V 3.3.T 3._._ 3.S.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	mu³¹+ʂɛ³¹	1	2367 2368	715	395
1051	WesternLuobuohe-117_liver-1	Hmongic	LIVER	liver	肝	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ⁿb u ³¹ + s e n ³¹	1224	454	轻声 阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹ ³¹	Luopohe	s e n ᴬ/¹	2	2218	1 7 8 9 1 7 8 9 3 7 4 8	AXT_AXT_AXLT	TE6_PY3_SEN3	10	10.T.C 10.E.V 10.6.T 10._._ 10.P.C 10.Y.V 10.3.T 10._._ 10.S.C 10.E.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ⁿbu³¹+sen³¹	0	2371 2372 2366	716	395
1052	SouthernGuizhouChuanqiandian-117_liver-1	Hmongic	LIVER	liver	肝	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʐ æ ²²	1224	454	阴平	²²	CentralMashanHmong	ʐ æi n ¹ᵇ/¹	0	2217	3 7 8	AXT	SE1	8	8.S.C 8.E.V 8.1.T	1.6 3.0 1.0	ʐæ²²	0	2368	714	395
1053	WesternXiangxi-117_liver-1	Hmongic	LIVER	liver	肝	WesternXiangxi	Xiangxi, West	west2430	ʂ ɛ ³⁵	1224	454	阴平	³⁵	WesternXiangxiMiao	ʂ ɛ ¹	0	2215	3 7 8	AXT	SE2	11	11.S.C 11.E.V 11.2.T	1.6 3.0 1.0	ʂɛ³⁵	0	2368	714	395
1054	NorthernQiandong-117_liver-1	Hmongic	LIVER	liver	肝	NorthernQiandong	Qiandong, North	nort2747	fʰ u ³⁵ + z ɛ ¹³ + ʈʂ o ŋ ⁴⁴	1224	454	阴上 阴入.*阴去.*阳去 阴去	³⁵ ¹³ ⁴⁴	NorthernQiandongMiao	xʰ i ¹	1	2214	3 7 8 9 3 7 8 9 2 7 4 8	AXT_AXT_AXLT	BY2_SE2_CUN5	7	7.B.C 7.Y.V 7.2.T 7._._ 7.S.C 7.E.V 7.2.T 7._._ 7.C.C 7.U.V 7.N.c 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	fʰu³⁵+zɛ¹³+ʈʂoŋ⁴⁴	0	2369 2368 2366	717	395
1055	WesternBaheng-117_liver-1	Hmongic	LIVER	liver	肝	WesternBaheng	Baheng, West	pahn1237	tɕ i ³³	1224	454	阳平	³³	PaHng	h ɪ̃ ¹	0	2220	2 7 8	AXT	CI4	9	9.C.C 9.I.V 9.4.T	1.6 3.0 1.0	tɕi³³	0	2370	718	396
1056	EasternBaheng-117_liver-1	Hmongic	LIVER	liver	肝	EasternBaheng	Baheng, East	pahn1237	q ai ³⁵ + h e ŋ ³⁵	1224	454	阴平.*阴去.*阴入.*阳入 阴平.*阴去.*阴入.*阳入	³⁵ ³⁵	PaHng	h ɪ̃ ¹	1	2220	1 7 8 9 3 7 4 8	AXT_AXLT	KA2_HEN2	2	2.K.C 2.A.V 2.2.T 2._._ 2.H.C 2.E.V 2.N.c 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qai³⁵+heŋ³⁵	0	2365 2366	719	395
1057	Jiongnai-117_liver-1	Hmongic	LIVER	liver	肝	Jiongnai	Jiongnai	jion1236	ⁿkʰ e n ⁴⁴	1224	454	阴平.*阴平	⁴⁴	JiongnaiBunu	ⁿkʰ e ŋ ¹’/¹	0	2219	1 7 4 8	AXLT	KEN5	4	4.K.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	ⁿkʰen⁴⁴	0	2366	720	395
1058	Mien-117_liver-1	Mienic	LIVER	liver	肝	Mien	Mien	iumi1238	ɬ a n ³³	1224	454	阴平	³³	luMien	g a n ¹	0	2221	5 7 4 8	AXLT	LAN4	6	6.L.C 6.A.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0	ɬan³³	0	2364	721	394
1059	KimMun-117_liver-1	Mienic	LIVER	liver	肝	KimMun	Kim Mun	kimm1245	g j a n ¹¹	1224	454	阴平.阳平.阴入.阳入	¹¹	KimMun	g j e n ¹’/¹	0	2222	1 6 7 4 8	ACXLT	KJAN1	5	5.K.C 5.J.C 5.A.V 5.N.c 5.1.T	1.6 1.2 3.0 1.1 1.0	gjan¹¹	0	2364	721	394
1060	BiaoMin-117_liver-1	Mienic	LIVER	liver	肝	BiaoMin	Biao Min	biao1254	ɬ a n ³³	1224	454	阴平.*阴平	³³	BiaoMon	ɬ a n ¹	0	2223	5 7 4 8	AXLT	LAN4	1	1.L.C 1.A.V 1.N.c 1.4.T	1.6 3.0 1.1 1.0	ɬan³³	0	2364	721	394
208	WhiteHmong-887_long-1	Hmongic	LONG	long		WhiteHmong	White Hmong	hmon1333	ⁿt e ³⁴	1203	252	阴上	³⁴	HmongDaw	ⁿʈ e ³	0	1322	1 7 8	AXT	TE2	12	12.T.C 12.E.V 12.2.T	1.6 3.0 1.0	ⁿte³⁴	0	2383	722	397
2930	EasternLuobuohe-531_long-1	Hmongic	LONG	long	长	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿt ei ⁵⁵	1203	252	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	ˀt i ᴮ/²	0	1324	1 7 8 9 1 7 8	AXT_AXT	TE6_TE5	3	3.T.C 3.E.V 3.6.T 3._._ 3.T.C 3.E.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ⁿtei⁵⁵	0	2384 2383	723	397
2931	WesternLuobuohe-531_long-1	Hmongic	LONG	long	长	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿt i ⁵⁵	1203	252	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	Luopohe	ˀt i ᴮ/²	0	1324	1 7 8	AXT	TI5	10	10.T.C 10.I.V 10.5.T	1.6 3.0 1.0	ⁿti⁵⁵	0	2383	722	397
2932	SouthernGuizhouChuanqiandian-531_long-1	Hmongic	LONG	long	长	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿt æ ⁴²	1203	252	阴上.*阴上.*阳上	⁴²	CentralMashanHmong	ⁿʈ æ ³ᵃ/³	0	1323	1 7 8	AXT	TE3	8	8.T.C 8.E.V 8.3.T	1.6 3.0 1.0	ⁿtæ⁴²	0	2383	722	397
2933	WesternXiangxi-531_long-1	Hmongic	LONG	long	长	WesternXiangxi	Xiangxi, West	west2430	ⁿt ɯ ⁴⁴	1203	252	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	ⁿʈ ɯ ³	0	1321	1 7 8	AXT	TI5	11	11.T.C 11.I.V 11.5.T	1.6 3.0 1.0	ⁿtɯ⁴⁴	0	2383	722	397
2934	NorthernQiandong-531_long-1	Hmongic	LONG	long	长	NorthernQiandong	Qiandong, North	nort2747	t a ³⁵	1203	252	阴上	³⁵	NorthernQiandongMiao	t a ³	0	1320	1 7 8	AXT	TA2	7	7.T.C 7.A.V 7.2.T	1.6 3.0 1.0	ta³⁵	0	2383	722	397
2935	WesternBaheng-531_long-1	Hmongic	LONG	long	长	WesternBaheng	Baheng, West	pahn1237	t o ³¹	1203	252	阴上	³¹	PaHng	t o ³	0	1326	1 7 8	AXT	TU3	9	9.T.C 9.U.V 9.3.T	1.6 3.0 1.0	to³¹	0	2383	722	397
2936	EasternBaheng-531_long-1	Hmongic	LONG	long	长	EasternBaheng	Baheng, East	pahn1237	t o ³¹³	1203	252	阴上.*阴上	³¹³	PaHng	t o ³	0	1326	1 7 8	AXT	TU6	2	2.T.C 2.U.V 2.6.T	1.6 3.0 1.0	to³¹³	0	2383	722	397
2937	Jiongnai-531_long-1	Hmongic	LONG	long	长	Jiongnai	Jiongnai	jion1236	ð a ⁵³	1203	252	阴上.*阴上.*阳上	⁵³	JiongnaiBunu	ð a ³	0	1325	3 7 8	AXT	DA3	4	4.D.C 4.A.V 4.3.T	1.6 3.0 1.0	ða⁵³	0	2383	722	397
2938	Mien-531_long-1	Mienic	LONG	long	长	Mien	Mien	iumi1238	d aːu ⁵³	1203	252	阴上	⁵³	luMien	d aːu ³	0	1327	1 7 8	AXT	TA3	6	6.T.C 6.A.V 6.3.T	1.6 3.0 1.0	daːu⁵³	0	2383	722	397
2939	KimMun-531_long-1	Mienic	LONG	long	长	KimMun	Kim Mun	kimm1245	d aːu ⁵¹	1203	252	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	d aːu ³	0	1328	1 7 8	AXT	TA3	5	5.T.C 5.A.V 5.3.T	1.6 3.0 1.0	daːu⁵¹	0	2383	722	397
2940	BiaoMin-531_long-1	Mienic	LONG	long	长	BiaoMin	Biao Min	biao1254	d a ³⁵	1203	252	阴上	³⁵	BiaoMon	d a ³	0	1329	1 7 8	AXT	TA2	1	1.T.C 1.A.V 1.2.T	1.6 3.0 1.0	da³⁵	0	2383	722	397
2941	ZaoMin-531_long-1	Mienic	LONG	long	长	ZaoMin	Zao Min	dzao1238	d u ²⁴	1203	252	阴上.*阳平	²⁴	DzaoMin	d u ³	0	1330	1 7 8	AXT	TY2	13	13.T.C 13.Y.V 13.2.T	1.6 3.0 1.0	du²⁴	1	2383	722	397
3600	Mien-630_loud-1	Mienic	LOUD	loud	响	Mien	Mien	iumi1238	b ui ³³	377	51	阴平	³³	luMien	b u/w i ¹	0	244	1 7 8	AXT	PY4	6	6.P.C 6.Y.V 6.4.T	1.6 3.0 1.0	bui³³	0	2398	724	398
3601	KimMun-630_loud-1	Mienic	LOUD	loud	响	KimMun	Kim Mun	kimm1245	b uːi ³⁵	377	51	阴平.阳平.阴入.阳入	³⁵	KimMun	b uːi ¹’/¹	0	245	1 7 8	AXT	PY2	5	5.P.C 5.Y.V 5.2.T	1.6 3.0 1.0	buːi³⁵	0	2398	724	398
