ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	TONE_CLASS	TONE_VALUE	CLASSIFICATION	RATLIFF_FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
144	WhiteHmong-600_thegrass-1			GRASS	the grass		WhiteHmong	White Hmong	hmon1333	ɲ o ˨˩˧/²¹³	606		0	˩'	˨˩˧/²¹³	White Hmong		4 7 8	AXT	NU6	12	12.N.C 12.U.V 12.6.T	1.6 3.0 1.0	ɲo˨˩˧/²¹³	0	2875
1909	EasternLuobuohe-253_grass-1	Hmongic		GRASS	grass		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿɖ u ŋ ³¹	606		0	? 平	⁰/⁵ ³¹	Luopohe		1 7 8 9 1 7 4 8	AXT_AXLT	KU6_TYN3	3	3.K.C 3.U.V 3.6.T 3._._ 3.T.C 3.Y.V 3.N.c 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qo⁰/⁵+ⁿɖuŋ³¹	0	2872 2873
1910	WesternLuobuohe-253_grass-1	Hmongic		GRASS	grass		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + tsʰ o ⁵⁵	606		0	? 去	⁰/² ⁵⁵	Luopohe		1 7 8 9 2 7 8	AXT_AXT	HE6_CU5	10	10.H.C 10.E.V 10.6.T 10._._ 10.C.C 10.U.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+tsʰo⁵⁵	0	2877 2871
1911	SouthernGuizhouChuanqiandian-253_grass-1	Hmongic		GRASS	grass		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ȵ ɔ ²¹	606		0	?	²¹	Southern Chuanqiandian		4 7 8	AXT	NU3	8	8.N.C 8.U.V 8.3.T	1.6 3.0 1.0	ȵɔ²¹	0	2875
1912	WesternXiangxi-253_grass-1	Hmongic		GRASS	grass		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ʐ ei ³⁵	606		0	阴平 阴平	³⁵ ³⁵	Western Xiangxi		1 7 8 9 3 7 8	AXT_AXT	KU2_SE2	11	11.K.C 11.U.V 11.2.T 11._._ 11.S.C 11.E.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ʐei³⁵	0	2872 2878
1913	WesternXiangxi-253_grass-2	Hmongic		GRASS	grass		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ȵ o ŋ ³⁵	606		0	阴平 阴平	³⁵ ³⁵	Western Xiangxi		1 7 8 9 4 7 4 8	AXT_AXLT	KU2_NUN2	11	11.K.C 11.U.V 11.2.T 11._._ 11.N.C 11.U.V 11.N.c 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qo³⁵+ȵoŋ³⁵	0	2872 2875
1914	NorthernQiandong-253_grass-1	Hmongic		GRASS	grass		NorthernQiandong	Qiandong, North	nort2747	q a ³³ + z a ŋ ⁵⁵	606		0	阴平 ?	³³ ⁵⁵	Northern Qiandong		1 7 8 9 3 7 4 8	AXT_AXLT	KA4_SAN5	7	7.K.C 7.A.V 7.4.T 7._._ 7.S.C 7.A.V 7.N.c 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qa³³+zaŋ⁵⁵	0	2872 2876
1915	WesternBaheng-253_grass-1	Hmongic		GRASS	grass		WesternBaheng	Baheng, West	pahn1237	s o ³¹	606		0	阴上	³¹	Baheng		3 7 8	AXT	SU3	9	9.S.C 9.U.V 9.3.T	1.6 3.0 1.0	so³¹	0	2871
1916	EasternBaheng-253_grass-1	Hmongic		GRASS	grass		EasternBaheng	Baheng, East	pahn1237	s o ³¹³	606		0	阴上	³¹³	Baheng		3 7 8	AXT	SU6	2	2.S.C 2.U.V 2.6.T	1.6 3.0 1.0	so³¹³	0	2871
1917	Jiongnai-253_grass-1	Hmongic		GRASS	grass		Jiongnai	Jiongnai	jion1236	ⁿt u ³⁵	606		0	阴去	³⁵	Jiongnai		1 7 8	AXT	TY2	4	4.T.C 4.Y.V 4.2.T	1.6 3.0 1.0	ⁿtu³⁵	0	2874
1918	Mien-253_grass-1	Mienic		GRASS	grass		Mien	Mien	iumi1238	m j e ⁵³	606		131	阴上	⁵³	Mien	m̥ w a ³	4 6 7 8	ACXT	MJE3	6	6.M.C 6.J.C 6.E.V 6.3.T	1.6 1.2 3.0 1.0	mje⁵³	0	2870
1919	KimMun-253_grass-1	Mienic		GRASS	grass		KimMun	Kim Mun	kimm1245	ŋ w a ⁵¹	606		131	上声.清.气	⁵¹	Kim Mun	w a ³	4 6 7 8	ACXT	NWA3	5	5.N.C 5.W.C 5.A.V 5.3.T	1.6 1.2 3.0 1.0	ŋwa⁵¹	0	2875
1920	BiaoMin-253_grass-1	Mienic		GRASS	grass		BiaoMin	Biao Min	biao1254	m̥ j a ³⁵	606		131	阴上	³⁵	Biao Min	m̥ j a ³	4 6 7 8	ACXT	MJA2	1	1.M.C 1.J.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	m̥ja³⁵	0	2870
1921	ZaoMin-253_grass-1	Mienic		GRASS	grass		ZaoMin	Zao Min	dzao1238	m j a ²⁴	606		131	阴上	²⁴	Zao Min	m j ɛ ³	4 6 7 8	ACXT	MJA2	13	13.M.C 13.J.C 13.A.V 13.2.T	1.6 1.2 3.0 1.0	mja²⁴	0	2870
92	WhiteHmong-361_thegrave-1			GRAVE	the grave		WhiteHmong	White Hmong	hmon1333	qʰ o ˧˦/³⁴ + ⁿtsʱ a ˧/³³	1773		511	˧˦ ˧	˧˦/³⁴ ˧/³³	White Hmong	ⁿʈs a ⁵	1 7 8 9 1 7 8	AXT_AXT	KU2_TA4	12	12.K.C 12.U.V 12.2.T 12._._ 12.T.C 12.A.V 12.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qʰo˧˦/³⁴+ⁿtsʱa˧/³³	0	2891 2890
551	EasternLuobuohe-37_grave-1	Hmongic		GRAVE	grave		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿb o ²⁴	1773		0	? 去	⁰/⁵ ²⁴	Luopohe		1 7 8 9 1 7 8	AXT_AXT	KU6_PU2	3	3.K.C 3.U.V 3.6.T 3._._ 3.P.C 3.U.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+ⁿbo²⁴	0	2891 2892
552	WesternLuobuohe-37_grave-1	Hmongic		GRAVE	grave		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿb o ³⁵	1773		0	? 入	⁰/² ³⁵	Luopohe		1 7 8 9 1 7 8	AXT_AXT	HE6_PU2	10	10.H.C 10.E.V 10.6.T 10._._ 10.P.C 10.U.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ⁿbo³⁵	0	2895 2892
553	SouthernGuizhouChuanqiandian-37_grave-1	Hmongic		GRAVE	grave		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿts u/w a ⁵⁵	1773		511	阳平.阳入	⁵⁵	Southern Chuanqiandian	ⁿʈs u/w a ⁵ᵃ/⁵	2 6 7 8	ACXT	CWA5	8	8.C.C 8.W.C 8.A.V 8.5.T	1.6 1.2 3.0 1.0	ⁿtsu/wa⁵⁵	0	2890
554	WesternXiangxi-37_grave-1	Hmongic		GRAVE	grave		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ⁿts ei ⁵³	1773		511	阴平 ?	³⁵ ⁵³	Western Xiangxi	ⁿʈs ei ⁵	1 7 8 9 2 7 8	AXT_AXT	KU2_CE3	11	11.K.C 11.U.V 11.2.T 11._._ 11.C.C 11.E.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ⁿtsei⁵³	0	2891 2890
555	NorthernQiandong-37_grave-1	Hmongic		GRAVE	grave		NorthernQiandong	Qiandong, North	nort2747	f a ŋ ⁵⁵ + l j a ŋ ⁵⁵	1773		511	? ?	⁵⁵ ⁵⁵	Northern Qiandong	s a ŋ ⁵	3 7 4 8 9 5 6 7 4 8	AXLT_ACXLT	BAN5_LJAN5	7	7.B.C 7.A.V 7.N.c 7.5.T 7._._ 7.L.C 7.J.C 7.A.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	faŋ⁵⁵+ljaŋ⁵⁵	0	2893 2894
556	WesternBaheng-37_grave-1	Hmongic		GRAVE	grave		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + ȵ ei ⁵⁵	1773		511	? 阴去	⁰/³ ⁵⁵	Baheng	ȵ e ⁵	1 7 8 9 4 7 8	AXT_AXT	HA6_NE5	9	9.H.C 9.A.V 9.6.T 9._._ 9.N.C 9.E.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/³+ȵei⁵⁵	0	2895 2890
557	EasternBaheng-37_grave-1	Hmongic		GRAVE	grave		EasternBaheng	Baheng, East	pahn1237	ts ei ⁵⁵	1773		511	阴去	⁵⁵	Baheng	ȵ e ⁵	2 7 8	AXT	CE5	2	2.C.C 2.E.V 2.5.T	1.6 3.0 1.0	tsei⁵⁵	0	2890
558	Jiongnai-37_grave-1	Hmongic		GRAVE	grave		Jiongnai	Jiongnai	jion1236	tʃ au ³⁵	1773		0	阴去	³⁵	Jiongnai		1 7 8	AXT	TA2	4	4.T.C 4.A.V 4.2.T	1.6 3.0 1.0	tʃau³⁵	0	2890
559	Mien-37_grave-1	Mienic		GRAVE	grave		Mien	Mien	iumi1238	ts əu ⁵³	1773		485	阴上	⁵³	Mien	θ ou ³	2 7 8	AXT	CE3	6	6.C.C 6.E.V 6.3.T	1.6 3.0 1.0	tsəu⁵³	0	2890
560	KimMun-37_grave-1	Mienic		GRAVE	grave		KimMun	Kim Mun	kimm1245	t eu ⁵¹	1773		485	上声.清.气	⁵¹	Kim Mun	tθ ɔu ³	1 7 8	AXT	TE3	5	5.T.C 5.E.V 5.3.T	1.6 3.0 1.0	teu⁵¹	0	2890
561	BiaoMin-37_grave-1	Mienic		GRAVE	grave		BiaoMin	Biao Min	biao1254	ts əu ³⁵	1773		485	阴上	³⁵	Biao Min	ts əu ³	2 7 8	AXT	CE2	1	1.C.C 1.E.V 1.2.T	1.6 3.0 1.0	tsəu³⁵	0	2890
562	ZaoMin-37_grave-1	Mienic		GRAVE	grave		ZaoMin	Zao Min	dzao1238	p u n ⁵³	1773		0	阳平	⁵³	Zao Min		1 7 4 8	AXLT	PYN3	13	13.P.C 13.Y.V 13.N.c 13.3.T	1.6 3.0 1.1 1.0	pun⁵³	0	2893
105	WhiteHmong-437_tocrushortogrind-1			GRIND	to crush or to grind		WhiteHmong	White Hmong	hmon1333	ʐ o ˨˩˧/²¹³	1033		473	˩'	˨˩˧/²¹³	White Hmong	ʐ ɔ ⁸/²⁴	3 7 8	AXT	SU6	12	12.S.C 12.U.V 12.6.T	1.6 3.0 1.0	ʐo˨˩˧/²¹³	0	2911
4327	EasternLuobuohe-763_grindflour-1	Hmongic		GRIND	grind (flour)		EasternLuobuohe	Luobuohe, Eastern	luop1235	j u ³³	1033		473	入	³³	Luopohe	wj/ɥ u ᴰ/⁴	6 7 8	AXT	JY4	3	3.J.C 3.Y.V 3.4.T	1.6 3.0 1.0	ju³³	0	2911
4328	WesternLuobuohe-763_grindflour-1	Hmongic		GRIND	grind (flour)		WesternLuobuohe	Luobuohe, Western	luop1235	j u ³¹	1033		473	平.上	³¹	Luopohe	wj/ɥ u ᴰ/⁴	6 7 8	AXT	JY3	10	10.J.C 10.Y.V 10.3.T	1.6 3.0 1.0	ju³¹	0	2911
4329	SouthernGuizhouChuanqiandian-763_grindflour-1	Hmongic		GRIND	grind (flour)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʐ o ²¹	1033		473	?	²¹	Southern Chuanqiandian	ʐ o ⁸/²⁴	3 7 8	AXT	SU3	8	8.S.C 8.U.V 8.3.T	1.6 3.0 1.0	ʐo²¹	0	2911
4330	WesternXiangxi-763_grindflour-1	Hmongic		GRIND	grind (flour)		WesternXiangxi	Xiangxi, West	west2430	ʐ o ²²	1033		473	?	²²	Western Xiangxi	ʐ o ⁸/²⁴	3 7 8	AXT	SU1	11	11.S.C 11.U.V 11.1.T	1.6 3.0 1.0	ʐo²²	0	2911
4331	NorthernQiandong-763_grindflour-1	Hmongic		GRIND	grind (flour)		NorthernQiandong	Qiandong, North	nort2747	m o ¹³	1033		0	阴入	¹³	Northern Qiandong		4 7 8	AXT	MU2	7	7.M.C 7.U.V 7.2.T	1.6 3.0 1.0	mo¹³	0	2910
4332	WesternBaheng-763_grindflour-1	Hmongic		GRIND	grind (flour)		WesternBaheng	Baheng, West	pahn1237	m u ⁴²	1033		0	阳入	⁴²	Baheng		4 7 8	AXT	MY3	9	9.M.C 9.Y.V 9.3.T	1.6 3.0 1.0	mu⁴²	0	2910
4333	EasternBaheng-763_grindflour-1	Hmongic		GRIND	grind (flour)		EasternBaheng	Baheng, East	pahn1237	ⁿpʰ u ³¹	1033		0	阳去.阳入	³¹	Baheng		1 7 8	AXT	PY3	2	2.P.C 2.Y.V 2.3.T	1.6 3.0 1.0	ⁿpʰu³¹	0	2910
4334	Jiongnai-763_grindflour-1	Hmongic		GRIND	grind (flour)		Jiongnai	Jiongnai	jion1236	m j o ³³	1033		0	阳平	³³	Jiongnai		4 6 7 8	ACXT	MJU4	4	4.M.C 4.J.C 4.U.V 4.4.T	1.6 1.2 3.0 1.0	mjo³³	0	2910
4335	Mien-763_grindflour-1	Mienic		GRIND	grind (flour)		Mien	Mien	iumi1238	m o ²¹	1033		0	阳去	²¹	Mien		4 7 8	AXT	MU3	6	6.M.C 6.U.V 6.3.T	1.6 3.0 1.0	mo²¹	0	2910
4336	KimMun-763_grindflour-1	Mienic		GRIND	grind (flour)		KimMun	Kim Mun	kimm1245	ŋ w a ⁴²	1033		0	去声.浊.入声.浊	⁴²	Kim Mun		4 6 7 8	ACXT	NWA3	5	5.N.C 5.W.C 5.A.V 5.3.T	1.6 1.2 3.0 1.0	ŋwa⁴²	0	2912
4337	BiaoMin-763_grindflour-1	Mienic		GRIND	grind (flour)		BiaoMin	Biao Min	biao1254	m j a ⁴²	1033		0	阳上.阳去	⁴²	Biao Min		4 6 7 8	ACXT	MJA3	1	1.M.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	mja⁴²	0	2910
4796	EasternLuobuohe-857_growup-1	Hmongic		GROW UP	grow up		EasternLuobuohe	Luobuohe, Eastern	luop1235	ʂ e n ³¹	552		591	平	³¹	Luopohe	ʑ e ᴮ/²	3 7 4 8	AXLT	SEN3	3	3.S.C 3.E.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	ʂen³¹	0	2923
4797	WesternLuobuohe-857_growup-1	Hmongic		GROW UP	grow up		WesternLuobuohe	Luobuohe, Western	luop1235	ɬ u ³¹	552		591	平.上	³¹	Luopohe	ʑ e ᴮ/²	5 7 8	AXT	LY3	10	10.L.C 10.Y.V 10.3.T	1.6 3.0 1.0	ɬu³¹	1	2924
4798	SouthernGuizhouChuanqiandian-857_growup-1	Hmongic		GROW UP	grow up		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʐ a ³²	552		0	?	³²	Southern Chuanqiandian		3 7 8	AXT	SA3	8	8.S.C 8.A.V 8.3.T	1.6 3.0 1.0	ʐa³²	0	2925
4799	WesternXiangxi-857_growup-1	Hmongic		GROW UP	grow up		WesternXiangxi	Xiangxi, West	west2430	ʈ ɑ ŋ ²²	552		0	?	²²	Western Xiangxi		1 7 4 8	AXLT	TAN1	11	11.T.C 11.A.V 11.N.c 11.1.T	1.6 3.0 1.1 1.0	ʈɑŋ²²	0	2923
4800	NorthernQiandong-857_growup-1	Hmongic		GROW UP	grow up		NorthernQiandong	Qiandong, North	nort2747	ɬʰ j ə ³³	552		591	阴平	³³	Northern Qiandong	tɕ e n ⁴	5 6 7 8	ACXT	LJE4	7	7.L.C 7.J.C 7.E.V 7.4.T	1.6 1.2 3.0 1.0	ɬʰjə³³	1	2924
4801	WesternBaheng-857_growup-1	Hmongic		GROW UP	grow up		WesternBaheng	Baheng, West	pahn1237	ɬ j o ³⁵	552		0	阴平	³⁵	Baheng		5 6 7 8	ACXT	LJU2	9	9.L.C 9.J.C 9.U.V 9.2.T	1.6 1.2 3.0 1.0	ɬjo³⁵	1	2924
4802	EasternBaheng-857_growup-1	Hmongic		GROW UP	grow up		EasternBaheng	Baheng, East	pahn1237	t j u ŋ ³¹³ + ɬʲ o ³⁵	552		0	阴上 阴平	³¹³ ³⁵	Baheng		1 6 7 4 8 9 5 7 8	ACXLT_AXT	TJYN6_LU2	2	2.T.C 2.J.C 2.Y.V 2.N.c 2.6.T 2._._ 2.L.C 2.U.V 2.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tjuŋ³¹³+ɬʲo³⁵	0	2923 2924
4803	Jiongnai-857_growup-1	Hmongic		GROW UP	grow up		Jiongnai	Jiongnai	jion1236	t i ŋ ⁴⁴	552		591	阴平	⁴⁴	Jiongnai	t ei ⁴	1 7 4 8	AXLT	TIN5	4	4.T.C 4.I.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	tiŋ⁴⁴	0	2923
4804	Mien-857_growup-1	Mienic		GROW UP	grow up		Mien	Mien	iumi1238	ts j a ŋ ³¹	552		0	阳平	³¹	Mien		2 6 7 4 8	ACXLT	CJAN3	6	6.C.C 6.J.C 6.A.V 6.N.c 6.3.T	1.6 1.2 3.0 1.1 1.0	tsjaŋ³¹	0	2923
4805	KimMun-857_growup-1	Mienic		GROW UP	grow up		KimMun	Kim Mun	kimm1245	ʃ a ŋ ³⁵	552		0	平声.清.入声.清.长	³⁵	Kim Mun		3 7 4 8	AXLT	SAN2	5	5.S.C 5.A.V 5.N.c 5.2.T	1.6 3.0 1.1 1.0	ʃaŋ³⁵	0	2923
4806	BiaoMin-857_growup-1	Mienic		GROW UP	grow up		BiaoMin	Biao Min	biao1254	t ɥ ə ³⁵	552		0	阴上	³⁵	Biao Min		1 6 7 8	ACXT	TJE2	1	1.T.C 1.J.C 1.E.V 1.2.T	1.6 1.2 3.0 1.0	tɥə³⁵	0	2923
4807	ZaoMin-857_growup-1	Mienic		GROW UP	grow up		ZaoMin	Zao Min	dzao1238	h o ⁴²	552		0	阴去	⁴²	Zao Min		3 7 8	AXT	HU3	13	13.H.C 13.U.V 13.3.T	1.6 3.0 1.0	ho⁴²	0	2926
288	WhiteHmong-1216_theguest-1			GUEST	the guest		WhiteHmong	White Hmong	hmon1333	qʰ u/w a ˧/³³	1782		778	˧	˧/³³	White Hmong	qʰ u/w a ⁵	1 6 7 8	ACXT	KWA4	12	12.K.C 12.W.C 12.A.V 12.4.T	1.6 1.2 3.0 1.0	qʰu/wa˧/³³	0	2940
599	EasternLuobuohe-54_guest-1	Hmongic		GUEST	guest		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + qʰ ei ²⁴	1782		778	? 去	⁰/⁵ ²⁴	Luopohe	qʰ ei ᶜ/³	1 7 8 9 1 7 8	AXT_AXT	KU6_KE2	3	3.K.C 3.U.V 3.6.T 3._._ 3.K.C 3.E.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+qʰei²⁴	0	2939 2940
600	WesternLuobuohe-54_guest-1	Hmongic		GUEST	guest		WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + qʰ e ³⁵	1782		778	? 入	⁰/² ³⁵	Luopohe	qʰ ei ᶜ/³	1 7 8 9 1 7 8	AXT_AXT	HE6_KE2	10	10.H.C 10.E.V 10.6.T 10._._ 10.K.C 10.E.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+qʰe³⁵	0	2945 2940
601	SouthernGuizhouChuanqiandian-54_guest-1	Hmongic		GUEST	guest		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h a ³⁵	1782		778	?	³⁵	Southern Chuanqiandian	h a ⁵ᵇ/⁵	3 7 8	AXT	HA2	8	8.H.C 8.A.V 8.2.T	1.6 3.0 1.0	ha³⁵	0	2943
602	WesternXiangxi-54_guest-1	Hmongic		GUEST	guest		WesternXiangxi	Xiangxi, West	west2430	n e ³¹ + qʰ a ⁵³	1782		778	阳平 ?	³¹ ⁵³	Western Xiangxi	qʰ a ⁵	4 7 8 9 1 7 8	AXT_AXT	NE3_KA3	11	11.N.C 11.E.V 11.3.T 11._._ 11.K.C 11.A.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ne³¹+qʰa⁵³	0	2941 2940
603	NorthernQiandong-54_guest-1	Hmongic		GUEST	guest		NorthernQiandong	Qiandong, North	nort2747	qʰ a ⁴⁴	1782		778	阴去	⁴⁴	Northern Qiandong	qʰ a ⁵	1 7 8	AXT	KA5	7	7.K.C 7.A.V 7.5.T	1.6 3.0 1.0	qʰa⁴⁴	0	2940
604	WesternBaheng-54_guest-1	Hmongic		GUEST	guest		WesternBaheng	Baheng, West	pahn1237	p a ⁰/³ + l e n ¹¹	1782		0	? 阳上	⁰/³ ¹¹	Baheng		1 7 8 9 5 7 4 8	AXT_AXLT	PA6_LEN1	9	9.P.C 9.A.V 9.6.T 9._._ 9.L.C 9.E.V 9.N.c 9.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pa⁰/³+len¹¹	0	2944 2938
605	EasternBaheng-54_guest-1	Hmongic		GUEST	guest		EasternBaheng	Baheng, East	pahn1237	l e ŋ ³¹³	1782		0	阴上	³¹³	Baheng		5 7 4 8	AXLT	LEN6	2	2.L.C 2.E.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	leŋ³¹³	0	2938
606	Jiongnai-54_guest-1	Hmongic		GUEST	guest		Jiongnai	Jiongnai	jion1236	n ai ³³ + kʰ ai ³⁵	1782		0	阳平 阴去	³³ ³⁵	Jiongnai		4 7 8 9 1 7 8	AXT_AXT	NA4_KA2	4	4.N.C 4.A.V 4.4.T 4._._ 4.K.C 4.A.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	nai³³+kʰai³⁵	0	2941 2940
607	Mien-54_guest-1	Mienic		GUEST	guest		Mien	Mien	iumi1238	m j e n ³¹ + kʰ ɛ ²⁴	1782		778	阳平 阴去	³¹ ²⁴	Mien	kʰ ɛ ⁷/³	4 6 7 4 8 9 1 7 8	ACXLT_AXT	MJEN3_KE2	6	6.M.C 6.J.C 6.E.V 6.N.c 6.3.T 6._._ 6.K.C 6.E.V 6.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	mjen³¹+kʰɛ²⁴	0	2942 2940
608	KimMun-54_guest-1	Mienic		GUEST	guest		KimMun	Kim Mun	kimm1245	m u n ³³ + tʃʰ e ¹¹	1782		0	平声.浊 平声.气.入声.气	³³ ¹¹	Kim Mun		4 7 4 8 9 1 7 8	AXLT_AXT	MYN4_TE1	5	5.M.C 5.Y.V 5.N.c 5.4.T 5._._ 5.T.C 5.E.V 5.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	mun³³+tʃʰe¹¹	0	2942 2937
609	BiaoMin-54_guest-1	Mienic		GUEST	guest		BiaoMin	Biao Min	biao1254	tɕʰ ɛ ⁵³	1782		778	阴入	⁵³	Biao Min	kʰ i/j ɛ ⁷/³	2 7 8	AXT	CE3	1	1.C.C 1.E.V 1.3.T	1.6 3.0 1.0	tɕʰɛ⁵³	0	2937
610	ZaoMin-54_guest-1	Mienic		GUEST	guest		ZaoMin	Zao Min	dzao1238	m e n ⁵³ + h a ⁴⁴	1782		0	阳平 阴平.阳上.阴入	⁵³ ⁴⁴	Zao Min		4 7 4 8 9 3 7 8	AXLT_AXT	MEN3_HA5	13	13.M.C 13.E.V 13.N.c 13.3.T 13._._ 13.H.C 13.A.V 13.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	men⁵³+ha⁴⁴	0	2942 2943
258	WhiteHmong-1036_hard-1			HARD	hard		WhiteHmong	White Hmong	hmon1333	t aɯ ˧˦/³⁴	1884		0	˧˦	˧˦/³⁴	White Hmong		1 7 8	AXT	TA2	12	12.T.C 12.A.V 12.2.T	1.6 3.0 1.0	taɯ˧˦/³⁴	0	2960
3293	EasternLuobuohe-578_hard-1	Hmongic		HARD	hard		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + t o ⁵⁵	1884		0	? 上	⁰/² ⁵⁵	Luopohe		1 7 8 9 1 7 8	AXT_AXT	TE6_TU5	3	3.T.C 3.E.V 3.6.T 3._._ 3.T.C 3.U.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+to⁵⁵	0	2961 2960
3294	WesternLuobuohe-578_hard-1	Hmongic		HARD	hard		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ð e n ³⁵	1884		0	? 入	⁰/² ³⁵	Luopohe		1 7 8 9 3 7 4 8	AXT_AXLT	TE6_DEN2	10	10.T.C 10.E.V 10.6.T 10._._ 10.D.C 10.E.V 10.N.c 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ðen³⁵	0	2960 2964
3295	SouthernGuizhouChuanqiandian-578_hard-1	Hmongic		HARD	hard		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k a ŋ ²³²	1884		0	?	²³²	Southern Chuanqiandian		1 7 4 8	AXLT	KAN6	8	8.K.C 8.A.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	kaŋ²³²	0	2959
3296	WesternXiangxi-578_hard-1	Hmongic		HARD	hard		WesternXiangxi	Xiangxi, West	west2430	t a ⁴⁴	1884		0	阴上.阴入	⁴⁴	Western Xiangxi		1 7 8	AXT	TA5	11	11.T.C 11.A.V 11.5.T	1.6 3.0 1.0	ta⁴⁴	0	2960
3297	NorthernQiandong-578_hard-1	Hmongic		HARD	hard		NorthernQiandong	Qiandong, North	nort2747	k ə ⁵³	1884		0	阳平	⁵³	Northern Qiandong		1 7 8	AXT	KE3	7	7.K.C 7.E.V 7.3.T	1.6 3.0 1.0	kə⁵³	0	2963
3298	WesternBaheng-578_hard-1	Hmongic		HARD	hard		WesternBaheng	Baheng, West	pahn1237	t ei ¹¹	1884		0	阳上	¹¹	Baheng		1 7 8	AXT	TE1	9	9.T.C 9.E.V 9.1.T	1.6 3.0 1.0	tei¹¹	0	2960
3299	EasternBaheng-578_hard-1	Hmongic		HARD	hard		EasternBaheng	Baheng, East	pahn1237	t e ³¹	1884		0	阳去.阳入	³¹	Baheng		1 7 8	AXT	TE3	2	2.T.C 2.E.V 2.3.T	1.6 3.0 1.0	te³¹	1	2960
3300	Jiongnai-578_hard-1	Hmongic		HARD	hard		Jiongnai	Jiongnai	jion1236	t ei ⁵³	1884		0	阴上	⁵³	Jiongnai		1 7 8	AXT	TE3	4	4.T.C 4.E.V 4.3.T	1.6 3.0 1.0	tei⁵³	0	2960
