ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
2719	WesternBaheng	YEAR	year			tɕ a ŋ ⁵⁵	YEAR	666	6714	666	tɕ ɔ̃ ⁵	阴去	⁵⁵	6714	
2720	EasternBaheng	YEAR	year			tɕ u ŋ ⁵⁵	YEAR	666	6714	666	tɕ ɔ̃ ⁵	阴去.*阴平	⁵⁵	6714	
2721	Jiongnai	YEAR	year			ŋ j ɒ ³⁵	YEAR	624	6715	624	ȵ̥ w a ŋ ⁵	阴去.*阴去.*阳去	³⁵	6715	
2722	Mien	YEAR	year			ȵ̊ a ŋ ²⁴	YEAR	624	6713	624	ȵ a ŋ ⁵	阴去	²⁴	6713	
2723	KimMun	YEAR	year			ȵ a ŋ ³¹	YEAR	624	6713	624	ȵ a ŋ ⁵¹	阴上.阳上.阴去.阳去.*阳平	³¹	6713	
2724	BiaoMin	YEAR	year			ȵ ɛ n ³¹	YEAR	624	6713	624	ȵ̥ a ŋ ⁵	阳平.*阳平	³¹	6713	
2725	ZaoMin	YEAR	year			ȵ a ŋ ⁴²	YEAR	624	6713	624	ȵ a ŋ ⁵	阴去.*阴上.*阳上	⁴²	6713	
239	WhiteHmong	FRAGRANT	fragrant			q a ⁵⁵	FRAGRANT	250	2516			阴平	⁵⁵	2516	
2524	EasternLuobuohe	FRAGRANT	fragrant (smell)			q o ⁰/⁵ + ɕ a ŋ ³¹	_fragrant FRAGRANT	0	2516 2515			轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	2516 2515	!remove!
2525	WesternLuobuohe	FRAGRANT	fragrant (smell)			ʔ ə ⁰/² + ɕ ɑ ŋ ³¹	_fragrant FRAGRANT	250	2517 2515			轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	2517 2515	
2526	SouthernGuizhouChuanqiandian	FRAGRANT	fragrant (smell)			ʑ a ŋ ²²	FRAGRANT	250	2515			阴平	²²	2515	
2527	WesternXiangxi	FRAGRANT	fragrant (smell)			ɕ ɑ ŋ ⁴⁴	FRAGRANT	250	2515			阴上.阴入.*阴平	⁴⁴	2515	
2528	NorthernQiandong	FRAGRANT	fragrant (smell)			ɕʰ a ŋ ³³	FRAGRANT	250	2515			阴平.*阴平	³³	2515	
2529	WesternBaheng	FRAGRANT	fragrant (smell)			ɕ a ŋ ³³	FRAGRANT	0	2515	0		阳平	³³	2515	!remove!
2530	EasternBaheng	FRAGRANT	fragrant (smell)			h j u ŋ ⁵⁵	FRAGRANT	0	2515	0		阴去.*阴平	⁵⁵	2515	!remove!
2531	Jiongnai	FRAGRANT	fragrant (smell)			ʃ a ŋ ⁴⁴	FRAGRANT	0	2515	0		阴平.*阴平	⁴⁴	2515	!remove!
2532	Mien	FRAGRANT	fragrant (smell)			h u ŋ ³³	FRAGRANT	0	2515	0		阴平	³³	2515	!remove!
2533	BiaoMin	FRAGRANT	fragrant (smell)			x u/w ə ³³	FRAGRANT	0	2514	0		阴平.*阴平	³³	2514	!remove!
2534	ZaoMin	FRAGRANT	fragrant (smell)			v o ŋ ⁴⁴	FRAGRANT	0	2515	0		阴平.阳上.阴入.*阴平	⁴⁴	2515	!remove!
3449	EasternLuobuohe	FRAGRANT	fragrant (smell)			ɕ a ŋ ³¹	FRAGRANT	250	6783			阴平.阳平.*阳平	³¹	6783	
3450	WesternLuobuohe	FRAGRANT	fragrant (smell)			ɕ ɑ ŋ ³¹	FRAGRANT	0	6786			阴平.阳平.阴入.阳入.*阳平	³¹	6786	!remove!
3451	SouthernGuizhouChuanqiandian	FRAGRANT	fragrant (smell)			s əu ⁵⁵ + ⁿt u/w a ³²	_fragrant FRAGRANT	0	2519 2514			阴去.*阴平 阴平	⁵⁵ ³²	2519 2514	!remove!
3452	WesternXiangxi	FRAGRANT	fragrant (smell)			tɕ ə ⁵³ + m o ⁴²	_fragrant FRAGRANT	0	2519 2518			*阴上.*阳上 0	⁵³ ⁴²	2519 2518	!remove!
3453	NorthernQiandong	FRAGRANT	fragrant (smell)			t ɛ ³³ + m o ŋ ¹³	FRAGRANT _fragrant	0	2514 2518			阴平.*阴平 阴入.*阴去.*阳去	³³ ¹³	2514 2518	!remove!
3454	WesternBaheng	FRAGRANT	fragrant (smell)			n ai ³⁵	FRAGRANT	250	2520	250	n ɛ ¹	阴平	³⁵	2520	
3455	EasternBaheng	FRAGRANT	fragrant (smell)			ⁿt ei ³⁵	FRAGRANT	250	2514	250	n ɛ ¹	阴平.*阴去.*阴入.*阳入	³⁵	2514	
3456	Jiongnai	FRAGRANT	fragrant (smell)			ⁿt e n ⁴⁴	FRAGRANT	250	6784	250	ⁿʈ e n ¹	阴平.*阴平	⁴⁴	6784	
3457	Mien	FRAGRANT	fragrant (smell)			d aː ŋ ³³	FRAGRANT	250	6785	250	d aː ŋ ¹	阴平	³³	6785	
3458	KimMun	FRAGRANT	fragrant (smell)			d aː ŋ ³⁵	FRAGRANT	250	2515	250	d aː ŋ ¹	阴平.阳平.阴入.阳入	³⁵	2515	
3459	BiaoMin	FRAGRANT	fragrant (smell)			d a ŋ ³³	FRAGRANT	250	2515	250	d a ŋ ¹	阴平.*阴平	³³	2515	
3460	ZaoMin	FRAGRANT	fragrant (smell)			d o ŋ ⁴⁴	FRAGRANT	250	6787	250	d ɔ ŋ ¹	阴平.阳上.阴入.*阴平	⁴⁴	6787	
240	WhiteHmong	SWEET	sweet			q a ⁵⁵	SWEET	766	5743	766	q a ¹	阴平	⁵⁵	3516	
3473	EasternLuobuohe	SWEET	sweet			t ə ⁰/² + q o ³¹ + ˀj ɛ ³¹	_sweet SWEET _sweet	766	5744 5743 5745	766	q e n ᴬ/¹	轻声 阴平.阳平.*阳平 阴平.阳平.*阳平	⁰/² ³¹ ³¹	5744 3516 5745	
3474	WesternLuobuohe	SWEET	sweet			q o ³¹ + ˀj a ³¹	SWEET _sweet	0	5743 5745	0		阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	³¹ ³¹	3516 5745	!remove!
3475	WesternLuobuohe	SWEET	sweet			q e n ³¹	SWEET	766	6801	766	q e n ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	6801	
3476	SouthernGuizhouChuanqiandian	SWEET	sweet			h u/w a ³² + ʐ ɪ ³²	SWEET _sweet	766	5747 5748	766	h u/w a ¹ᵃ/¹	阴平 阴平	³² ³²	5747 5748	
3477	WesternXiangxi	SWEET	sweet			tɕ a ŋ ²²	SWEET	766	5746			0	²²	5746	
3478	NorthernQiandong	SWEET	sweet			q a ŋ ³³ + z a ŋ ⁵⁵	SWEET _sweet	766	5743 5746	766	q a ŋ ¹	阴平.*阴平 0	³³ ⁵⁵	3516 5746	
3479	WesternBaheng	SWEET	sweet			q ai ³⁵	SWEET	766	5743	766	k ɛ ¹	阴平	³⁵	3516	
3480	EasternBaheng	SWEET	sweet			q ei ³⁵	SWEET	766	5743	766	k ɛ ¹	阴平.*阴去.*阴入.*阳入	³⁵	3516	
3481	Jiongnai	SWEET	sweet			k e n ⁴⁴	SWEET	766	5743	766	k e n ¹	阴平.*阴平	⁴⁴	3516	
3482	Mien	SWEET	sweet			k aː m ³³	SWEET	766	5743	766	k aː m ¹	阴平	³³	3516	
3483	KimMun	SWEET	sweet			k aː m ³⁵	SWEET	766	5743	766	k aː m ¹	阴平.阳平.阴入.阳入	³⁵	3516	
3484	BiaoMin	SWEET	sweet			k a n ³³	SWEET	766	5743	766	k a n ¹	阴平.*阴平	³³	3516	
3485	ZaoMin	SWEET	sweet			k o m ⁴⁴	SWEET	766	5743			阴平.阳上.阴入.*阴平	⁴⁴	3516	
241	WhiteHmong	SALTY	salty			d aɯ ³³	SALTY	848	4782	848	d aɯ ⁵	阴去	³³	4782	
3510	EasternLuobuohe	SALTY	salty			ʔ i ³¹ + ŋ a ³¹	_salty SALTY	526	4784 4785			阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	4784 483	
3511	WesternLuobuohe	SALTY	salty			ŋ ɑ ³¹	SALTY	526	4785			阴平.阳平.阴入.阳入.*阳平	³¹	483	
3512	SouthernGuizhouChuanqiandian	SALTY	salty			ɬ ə ⁵⁵	SALTY	848	4787	848	l̥ ə ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	4787	
3513	WesternXiangxi	SALTY	salty			tʰ u ⁴⁴	SALTY	848	4790			阴上.阴入.*阴平	⁴⁴	4790	
3514	NorthernQiandong	SALTY	salty			ɬ j u ⁴⁴ + ɕ i ³⁵	SALTY _salty	848	4787 4788	848	ȴ̥ u ⁵	阴去 阴上	⁴⁴ ³⁵	4787 4788	
3515	WesternBaheng	SALTY	salty			n ai ³⁵ + ȵ o ³¹	SALTY _salty	526	4785 4789			阴平 阴上	³⁵ ³¹	483 4789	
3516	EasternBaheng	SALTY	salty			q ei ³⁵	SALTY	526	4783			阴平.*阴去.*阴入.*阳入	³⁵	4783	
3517	Jiongnai	SALTY	salty			t j u ŋ ³¹	SALTY	526	4786			阳上.*阳平	³¹	4786	
3518	Mien	SALTY	salty			dz aːi ³¹	SALTY	526	4782	526	d aːi ²	阳平	³¹	4782	
3519	KimMun	SALTY	salty			dʒ aːi ³³	SALTY	526	4782	526	d aːi ²	阴平.阳平.*阴平	³³	4782	
3520	BiaoMin	SALTY	salty			dz a ³¹	SALTY	526	4782	526	dz a ²	阳平.*阳平	³¹	4782	
3521	ZaoMin	SALTY	salty			d oi ⁵³	SALTY	526	4782	526	d ɔi ²	阳平.*阴去.*阳去	⁵³	4782	
242	WhiteHmong	BITTER	bitter			i/j a ⁵⁵	BITTER	854	484	854	i/j a ¹	阴平	⁵⁵	484	
3486	EasternLuobuohe	BITTER	bitter			t ə ⁰/² + ʔ i ³¹ + ŋ a ³¹	_bitter BITTER _bitter	854	482 481 483			轻声 阴平.阳平.*阳平 阴平.阳平.*阳平	⁰/² ³¹ ³¹	482 481 483	
3487	WesternLuobuohe	BITTER	bitter			ŋ ɑ ³¹	BITTER	337	483			阴平.阳平.阴入.阳入.*阳平	³¹	483	
3488	SouthernGuizhouChuanqiandian	BITTER	bitter			ʔ æ n ³²	BITTER	854	481	854	æi n ¹ᵃ/¹	阴平	³²	481	
3489	WesternXiangxi	BITTER	bitter			ʔ ɛ ³⁵	BITTER	854	481	854	ɛ ¹	阴平	³⁵	481	
3490	NorthernQiandong	BITTER	bitter			ʔ i ³³	BITTER	854	481	854	i ¹	阴平.*阴平	³³	481	
3491	WesternBaheng	BITTER	bitter			ʔ i ŋ ³⁵	BITTER	854	481	854	j ɪ̃ ¹	阴平	³⁵	481	
3492	EasternBaheng	BITTER	bitter			ʔ i ŋ ³⁵	BITTER	854	481	854	j ɪ̃ ¹	阴平.*阴去.*阴入.*阳入	³⁵	481	
3493	Jiongnai	BITTER	bitter			ʔ a n ⁴⁴	BITTER	854	481	854	a n ¹	阴平.*阴平	⁴⁴	481	
3494	Mien	BITTER	bitter			ʔ i m ³³	BITTER	854	481	854	i m ¹	阴平	³³	481	
3495	KimMun	BITTER	bitter			ʔ i m ³⁵	BITTER	854	481	854	i m ¹	阴平.阳平.阴入.阳入	³⁵	481	
3496	BiaoMin	BITTER	bitter			ʔ i n ³³	BITTER	854	481	854	i n ¹	阴平.*阴平	³³	481	
3497	ZaoMin	BITTER	bitter			ʔ e ⁴⁴	BITTER	854	481	854	j ɛ m ¹	阴平.阳上.阴入.*阴平	⁴⁴	481	
243	WhiteHmong	SOUR	sour			q au ⁵⁵	SOUR	464	5411			阴平	⁵⁵	5411	
3461	EasternLuobuohe	SOUR	sour			t ə ⁰/² + s o ³¹	_sour SOUR	317	5410 5409	317	s o ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	5410 5409	
3462	WesternLuobuohe	SOUR	sour			s o ³¹	SOUR	317	5409	317	s o ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	5409	
3463	SouthernGuizhouChuanqiandian	SOUR	sour			s u ²²	SOUR	317	5409	317	s u ¹ᵇ/¹	阴平	²²	5409	
3464	WesternXiangxi	SOUR	sour			ɕ ɔ ³⁵	SOUR	317	5409	317	ɕ ɔ ¹	阴平	³⁵	5409	
3465	NorthernQiandong	SOUR	sour			ɕʰ u ³³	SOUR	317	5409	317	ɕʰ u ¹	阴平.*阴平	³³	5409	
3466	WesternBaheng	SOUR	sour			s u ³⁵	SOUR	317	5409	317	s ɯ ¹	阴平	³⁵	5409	
3467	EasternBaheng	SOUR	sour			ɕ u ³⁵	SOUR	317	5409	317	s ɯ ¹	阴平.*阴去.*阴入.*阳入	³⁵	5409	
3468	Jiongnai	SOUR	sour			ʃ əu ⁴⁴	SOUR	317	5409	317	θ j ɔ ¹	阴平.*阴平	⁴⁴	5409	
3469	Mien	SOUR	sour			s ui ⁴⁴	SOUR	317	5409	317	ɕ u/w i ¹	0	⁴⁴	5409	
3470	KimMun	SOUR	sour			t uːi ¹¹	SOUR	317	5409	317	tθ u/w i ¹’/¹	阴平.阳平.阴入.阳入	¹¹	5409	
3471	BiaoMin	SOUR	sour			s ui ³³	SOUR	317	5409	317	s w əi ¹	阴平.*阴平	³³	5409	
3472	ZaoMin	SOUR	sour			s i ⁴⁴	SOUR	317	5409	317	s i ¹	阴平.阳上.阴入.*阴平	⁴⁴	5409	
244	WhiteHmong	HEAR	to hear			ʰn o ³⁴	HEAR	291	2994	291	ʰn̥ ɔ ³	阴上	³⁴	2994	
4611	EasternLuobuohe	HEAR	hear			n əu ⁵⁵	HEAR	291	2994	291	n̥ u ᴮ/²	阴上.阳上.*阴上.*阳上	⁵⁵	2994	
4612	WesternLuobuohe	HEAR	hear			n̥ u ⁵⁵	HEAR	291	2994	291	n̥ u ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	2994	
4613	SouthernGuizhouChuanqiandian	HEAR	hear			n ɔ ²³²	HEAR	291	2994	291	n ɔ ³ᵇ/³	阴上	²³²	2994	
4614	WesternXiangxi	HEAR	hear			n̥ ɑ ŋ ⁴⁴	HEAR	291	2994	291	n̥ʰ ɑ ŋ ³	阴上.阴入.*阴平	⁴⁴	2994	
4615	NorthernQiandong	HEAR	hear			n̥ a ŋ ³⁵	HEAR	291	2994	291	n̥ʰ a ŋ ³	阴上	³⁵	2994	
4616	WesternBaheng	HEAR	hear			n̥ o ŋ ³¹	HEAR	291	2994	291	n̥ ɔ̃ ³	阴上	³¹	2994	
4617	EasternBaheng	HEAR	hear			m a ⁵⁵ + t au ³⁵	HEAR _hear	291	2996 2997	291	n̥ ɔ̃ ³	阴去.*阴平 阴平.*阴去.*阴入.*阳入	⁵⁵ ³⁵	2996 2997	
4618	Jiongnai	HEAR	hear			m̥ ə ŋ ³⁵ + p u ¹²	HEAR _hear	291	2996 2998	291	n̥ ɐ ŋ ³	阴去.*阴去.*阳去 阳入	³⁵ ¹²	2996 2998	
4619	Mien	HEAR	hear			m oː ŋ ²⁴ + h ai ²³¹	HEAR _hear	291	2996 2999	291	n o m ³	阴去 阳上	²⁴ ²³¹	2996 2999	
4620	KimMun	HEAR	hear			n o m ⁵¹	HEAR	291	2994	291	n u m ³	阴上.阳上.*阴上.*阳上	⁵¹	2994	
4621	BiaoMin	HEAR	hear			n̥ ə n ³⁵ + n a ³¹	HEAR _hear	291	2994 2995	291	n̥ ə n ³	阴上 阳平.*阳平	³⁵ ³¹	2994 2995	
4622	ZaoMin	HEAR	hear			n u m ²⁴	HEAR	291	2994			阴上.*阳平	²⁴	2994	
245	WhiteHmong	LISTEN	to listen			m l o ŋ ³¹	LISTEN	193	3536	193	m l ɔ ŋ ⁶/¹³	阳平.阳上.阳去	³¹	2996	
4599	EasternLuobuohe	LISTEN	listen			tɕ i ³¹ + ⁿb i ³¹	_LISTEN listen	338	3537 3538			阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	3537 3538	
4600	WesternLuobuohe	LISTEN	listen			tɕ i n ³¹ + ⁿb j i ³¹	_LISTEN listen	338	3537 3538			阴平.阳平.阴入.阳入.*阳平 阴平.阳平.阴入.阳入.*阳平	³¹ ³¹	3537 3538	
4601	SouthernGuizhouChuanqiandian	LISTEN	listen			m ʐ ə ŋ ¹³	LISTEN	193	3536	193	m ʐ ə ŋ ⁶/¹³	阳去.阴入.*阴去.*阳去	¹³	2996	
4602	WesternXiangxi	LISTEN	listen			t o ŋ ⁵³	LISTEN	341	3537			*阴上.*阳上	⁵³	3537	
4603	NorthernQiandong	LISTEN	listen			ts o ŋ ³³ + z ɛ ⁵⁵	LISTEN _listen	341	3537 3539			阴平.*阴平 0	³³ ⁵⁵	3537 3539	
4604	WesternBaheng	LISTEN	listen			m a ⁵⁵	LISTEN	193	3536	193	m æ̃ ⁵	阴去	⁵⁵	2996	
4605	EasternBaheng	LISTEN	listen			m a ⁵⁵	LISTEN	193	3536	193	m æ̃ ⁵	阴去.*阴平	⁵⁵	2996	
4606	Jiongnai	LISTEN	listen			m̥ ə ŋ ³⁵	LISTEN	193	3536			阴去.*阴去.*阳去	³⁵	2996	
4607	Mien	LISTEN	listen			m oː ŋ ²⁴	LISTEN	193	3536	193	m o ŋ ⁵	阴去	²⁴	2996	
4608	KimMun	LISTEN	listen			m u ŋ ³¹	LISTEN	193	3536	193	m u ŋ ⁵¹	阴上.阳上.阴去.阳去.*阳平	³¹	2996	
4609	BiaoMin	LISTEN	listen			m̥ ɔ ŋ ²⁴	LISTEN	193	3536	193	m̥ ɔ ŋ ⁵	阴去.*阴去.*阳去	²⁴	2996	
4610	ZaoMin	LISTEN	listen			m a ŋ ⁴²	LISTEN	193	3536	193	m a ŋ ⁵	阴去.*阴上.*阳上	⁴²	2996	
246	WhiteHmong	LOUD	loud			ⁿr o ³⁴	LOUD	468	3592			阴上	³⁴	3592	
3593	EasternLuobuohe	LOUD	loud			ʂ u ²⁴	LOUD	468	3589			阴去.阳去.*阴去.*阳去	²⁴	3589	
3594	WesternLuobuohe	LOUD	loud			ⁿtsʰ i ³¹	LOUD	52	3591			阴平.阳平.阴入.阳入.*阳平	³¹	3591	
3595	WesternXiangxi	LOUD	loud			ⁿp o ⁵³	LOUD	52	3588			*阴上.*阳上	⁵³	3588	
3596	NorthernQiandong	LOUD	loud			p ə ⁴⁴	LOUD	52	3588			阴去	⁴⁴	3588	
3597	WesternBaheng	LOUD	loud			m o ⁵⁵	LOUD	475	3588			阴去	⁵⁵	3588	
3598	EasternBaheng	LOUD	loud			ⁿp o ⁵⁵	LOUD	52	3588			阴去.*阴平	⁵⁵	3588	
3599	Jiongnai	LOUD	loud			ç a ŋ ³⁵	LOUD	468	3590			阴去.*阴去.*阳去	³⁵	3590	
3600	Mien	LOUD	loud			b ui ³³	LOUD	52	3588	52	b u/w i ¹	阴平	³³	3588	
3601	KimMun	LOUD	loud			b uːi ³⁵	LOUD	52	3588	52	b uːi ¹’/¹	阴平.阳平.阴入.阳入	³⁵	3588	
3602	BiaoMin	LOUD	loud			b əi ³³	LOUD	52	3588	52	b əi ¹	阴平.*阴平	³³	3588	
3603	ZaoMin	LOUD	loud			b ai ⁴⁴	LOUD	52	3588	52	b ai ¹	阴平.阳上.阴入.*阴平	⁴⁴	3588	
247	WhiteHmong	SEE	to see			p o ²¹³	SEE	30	4814	30	p ɔ ⁸/²⁴	阳上	²¹³	4814	
4130	EasternLuobuohe	SEE	see			v u ³³	SEE	30	4814	30	ⁿp u ᴰ/⁴	阴入.阳入.*阴平	³³	4814	
4131	WesternLuobuohe	SEE	see			ⁿb u ³¹	SEE	30	4814	30	ⁿp u ᴰ/⁴	阴平.阳平.阴入.阳入.*阳平	³¹	4814	
4132	SouthernGuizhouChuanqiandian	SEE	see			p o ²¹	SEE	30	4814	30	p o ⁸/²⁴	阳入.*阳平	²¹	4814	
4133	WesternXiangxi	SEE	see			ts a ⁴⁴	SEE	342	4815			阴上.阴入.*阴平	⁴⁴	4815	
4134	NorthernQiandong	SEE	see			p o ŋ ³¹	SEE	30	4814	30	p o ŋ ⁸/²⁴	阳入.*阳平	³¹	4814	
4135	WesternBaheng	SEE	see			p a ⁴²	SEE	30	4814	30	p a ⁸/²⁴	阳入	⁴²	4814	
4136	EasternBaheng	SEE	see			pʰ a ³¹	SEE	30	4814	30	p a ⁸/²⁴	阳去.阳入	³¹	4814	
4137	Jiongnai	SEE	see			p u ¹²	SEE	30	4814	30	p u ⁸/²⁴	阳入	¹²	4814	
4138	Mien	SEE	see			p o t ²²	SEE	30	4814	30	p w a t ⁸/²⁴	阳入	²²	4814	
4139	KimMun	SEE	see			f ai ⁴²	SEE	30	4814	30	f a t ⁸/²⁴	阴去.阳去.阴入.阳入	⁴²	4814	
4140	BiaoMin	SEE	see			pʰ i ²¹	SEE	30	4814	30	pʰ i ⁸/²⁴	阳入	²¹	4814	
4141	ZaoMin	SEE	see			p a t ²²	SEE	30	4814			阳去.阳入	²²	4814	
248	WhiteHmong	BRIGHT	bright			k a ⁵³	BRIGHT	795	742	795	k a ²	阳平	⁵³	742	
3146	EasternLuobuohe	BRIGHT	bright			t ə ⁰/² + ʁ w e n ³¹	_bright BRIGHT	795	744 742	795	ʁ w e n ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	744 742	
3147	WesternLuobuohe	BRIGHT	bright			ʁ w e n ³¹	BRIGHT	795	742	795	ʁ w e n ᴬ/¹	阴平.阳平.阴入.阳入.*阳平	³¹	742	
3148	SouthernGuizhouChuanqiandian	BRIGHT	bright			x w a ⁵³	BRIGHT	795	742	795	ʰw u/w a ²	阳平	⁵³	742	
3149	WesternXiangxi	BRIGHT	bright			m ʐ ei ⁴²	BRIGHT	344	746			0	⁴²	746	
3150	NorthernQiandong	BRIGHT	bright			f a ŋ ⁵⁵	BRIGHT	795	742	795	f a ŋ ²	0	⁵⁵	742	
3151	WesternBaheng	BRIGHT	bright			nʲ ei ⁴⁴	BRIGHT	344	745			阳去	⁴⁴	745	
3152	EasternBaheng	BRIGHT	bright			ⁿp j e ³¹	BRIGHT	801	743			阳去.阳入	³¹	743	
3153	Jiongnai	BRIGHT	bright			k w i ³³	BRIGHT	795	742	795	k u/w i ²	阳平	³³	742	
3154	Mien	BRIGHT	bright			g wj/ɥ a ŋ ³³	BRIGHT	801	742	801	g w a ŋ ¹	阴平	³³	742	
3155	KimMun	BRIGHT	bright			g w a ŋ ³⁵	BRIGHT	801	742	801	g w a ŋ ¹	阴平.阳平.阴入.阳入	³⁵	742	
3156	BiaoMin	BRIGHT	bright			g w a ŋ ³³	BRIGHT	801	742	801	g w a ŋ ¹	阴平.*阴平	³³	742	
3157	ZaoMin	BRIGHT	bright			v j a ŋ ⁴⁴	BRIGHT	801	742	801	v j a ŋ ¹	阴平.阳上.阴入.*阴平	⁴⁴	742	
249	WhiteHmong	DARK	dark			tʃ au ¹¹	DARK	177	1584	177	ʈʂ au ⁷/³	阴平.阴上.阳上.阴入	¹¹	1584	
3158	EasternLuobuohe	DARK	dark			p j o ³³	DARK	177	1580	177	p j o ᴰ/⁴	阴入.阳入.*阴平	³³	1580	
3159	WesternLuobuohe	DARK	dark			p ø ³¹	DARK	177	1580	177	p j o ᴰ/⁴	阴平.阳平.阴入.阳入.*阳平	³¹	1580	
3160	SouthernGuizhouChuanqiandian	DARK	dark			p ʐ u ⁴⁴	DARK	177	1580	177	p ʐ u ⁷ᵃ/³	阴入	⁴⁴	1580	
3161	WesternXiangxi	DARK	dark			p ʐ u ⁴⁴	DARK	177	1580	177	p ʐ u ⁷/³	阴上.阴入.*阴平	⁴⁴	1580	
3162	NorthernQiandong	DARK	dark			ts ə ⁵³	DARK	177	1578	177	ts ə ⁷/³	阳平.*阴上.*阳上	⁵³	1578	
3163	WesternBaheng	DARK	dark			ŋ a ŋ ³³	DARK	345	1583			阳平	³³	1583	
3164	EasternBaheng	DARK	dark			q u ŋ ³¹	DARK	177	1579			阳去.阳入	³¹	1579	
3165	Jiongnai	DARK	dark			p j əu ⁵⁵	DARK	177	1580	177	p j ɔu ⁷/³	阴入	⁵⁵	1580	
3166	Mien	DARK	dark			m̥ oː ŋ ²⁴	DARK	345	1582			阴去	²⁴	1582	
3167	KimMun	DARK	dark			g j a m ⁴²	DARK	177	1581			阴去.阳去.阴入.阳入	⁴²	1581	
3168	BiaoMin	DARK	dark			tɕ a ⁵³	DARK	177	1578			阴入.*阴上.*阳上	⁵³	1578	
3169	ZaoMin	DARK	dark			ʔ o m ²⁴	DARK	177	1585			阴上.*阳平	²⁴	1585	
3170	ZaoMin	DARK	dark			ʔ o m ⁴²	DARK	0	6779			阴去.*阴上.*阳上	⁴²	6779	!remove!
250	WhiteHmong	WHITE	white			d aɯ ⁵⁵	WHITE	828	6610	828	d aɯ ¹	阴平	⁵⁵	6610	
3110	EasternLuobuohe	WHITE	white			t ə ⁰/² + q l o ³¹	_white WHITE	828	6610 6609	828	q l o ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	6610 6609	
3111	WesternLuobuohe	WHITE	white			t ə ⁰/² + q l o ³¹	_white WHITE	828	6610 6609	828	q l o ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	6610 6609	
3112	SouthernGuizhouChuanqiandian	WHITE	white			ɬ ə ³²	WHITE	828	6609	828	l̥ ə ¹ᵃ/¹	阴平	³²	6609	
3113	WesternXiangxi	WHITE	white			q w ə ³⁵	WHITE	828	6609	828	q w ə ¹	阴平	³⁵	6609	
3114	NorthernQiandong	WHITE	white			ɬ u ³³	WHITE	828	6609	828	l̥ u ¹	阴平.*阴平	³³	6609	
3115	WesternBaheng	WHITE	white			k ɔ ³⁵	WHITE	828	6609	828	k w ɔ ¹	阴平	³⁵	6609	
3116	EasternBaheng	WHITE	white			k w au ³⁵	WHITE	828	6609	828	k w ɔ ¹	阴平.*阴去.*阴入.*阳入	³⁵	6609	
3117	Jiongnai	WHITE	white			k l au ⁴⁴	WHITE	828	6609	828	k l au ¹	阴平.*阴平	⁴⁴	6609	
3118	Mien	WHITE	white			p e ²²	WHITE	44	6608	44	p ɛ ⁸/²⁴	阳入	²²	6608	
3119	KimMun	WHITE	white			ˀp e ⁴²	WHITE	44	6608	44	p e ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	6608	
3120	BiaoMin	WHITE	white			pʰ ɛ ²¹	WHITE	44	6608	44	pʰ ɛ ⁸/²⁴	阳入	²¹	6608	
3121	ZaoMin	WHITE	white			p a ²²	WHITE	44	6608	44	p a ⁸/²⁴	阳去.阳入	²²	6608	
251	WhiteHmong	BLACK	black			d u ⁵⁵	BLACK	843	501	843	d u ¹	阴平	⁵⁵	501	
3098	EasternLuobuohe	BLACK	black			t ə ⁰/² + q l a ŋ ³¹	_black BLACK	843	499 498	843	q l a ŋ ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	120 498	
3099	WesternLuobuohe	BLACK	black			t ə ⁰/² + q l ɑ ŋ ³¹	_black BLACK	843	499 498	843	q l a ŋ ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	120 498	
3100	SouthernGuizhouChuanqiandian	BLACK	black			ɬ o ŋ ³²	BLACK	843	498	843	l̥ o ŋ ¹ᵃ/¹	阴平	³²	498	
3101	WesternXiangxi	BLACK	black			q w e ³⁵	BLACK	843	498	843	q w e ¹	阴平	³⁵	498	
3102	NorthernQiandong	BLACK	black			ɬ ɛ ³³	BLACK	843	498	843	l̥ ɛ ¹	阴平.*阴平	³³	498	
3103	WesternBaheng	BLACK	black			k w a ŋ ⁴⁴	BLACK	843	498			阳去	⁴⁴	498	
